INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING		
INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING		
2528	珍兽20100120暴龙宝宝9.obj	1	2	1	0.15	182	183	184	珍兽暴龙.txt																																
2529	npc怪四绝庄副本回音幡100128.obj	1	2	1.5	0.15	182	183	184	四绝庄回音幡.txt																																
2530	npc怪四绝庄墨虎100127.obj	1	2	1	0.15	182	183	184	四绝庄墨虎.txt																																
2531	npc怪四绝庄星罗小卒100204.obj	1	2	1	0.15	182	183	184	四绝庄星罗小卒.txt																																
2532	npc怪五龙柱100126_火.obj	1	2	1.5	0.15	182	183	184	四绝庄五龙柱.txt																																
2533	npc怪五龙柱100126_金.obj	1	2	1.5	0.15	182	183	184	四绝庄五龙柱.txt																																
2534	npc怪五龙柱100126_木.obj	1	2	1.5	0.15	182	183	184	四绝庄五龙柱.txt																																
2535	npc怪五龙柱100126_水.obj	1	2	1.5	0.15	182	183	184	四绝庄五龙柱.txt																																
2536	npc怪五龙柱100126_土.obj	1	2	1.5	0.15	182	183	184	四绝庄五龙柱.txt																																
2537	npc四绝庄四绝钟2010012.obj	1	2	1.5	0.15	182	183	184	四绝钟.txt																																
2538	npc怪四绝庄青鹰100128.obj	1	2	1	0.15	182	183	184	四绝庄青鹰.txt																																
2539	赵天师新20100222.obj	1	2	1	0.15	182	183	184	破嗔.txt																																
2540	npc四绝庄潘菁菁.obj	1	2	1	0.15	182	183	184	兰剑.txt																																
2541	普通侠士3.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																
2542	npc怪秦皇地宫吸血蝙蝠100202.obj	1	2	1	0.15	182	183	184	地宫4蝙蝠.txt																																
2543	npc怪姑苏门派轻功飞贼20091229红.obj	1	2	1	0.15	182	183	184	姑苏女飞贼.txt																																
2544	npc怪姑苏门派轻功飞贼20091229蓝.obj	1	2	1	0.15	182	183	184	姑苏女飞贼.txt																																
2545	npc怪姑苏门派轻功飞贼20091229绿.obj	1	2	1	0.15	182	183	184	姑苏女飞贼.txt																																
2546	技嘉羊.obj	1	2	1	0.15	182	183	184	技嘉羊.txt																																
2547	蓝色安以轩.obj	1	2	1	0.15	182	183	184	安以轩.txt																																
2548	绿色安以轩.obj	1	2	1	0.15	182	183	184	安以轩.txt																																
2549	紫色安以轩.obj	1	2	1	0.15	182	183	184	安以轩.txt																																
2550	粉色安以轩.obj	1	2	1	0.15	182	183	184	安以轩.txt																																
2551	骑乘松鼠变色.obj	1	2	1	0.15	182	183	184	骑乘松鼠.txt																																
2552	骑乘熊猫100115.obj	1	2	1	0.15	194	195	196	骑乘熊猫.txt																																
2553	骑乘恐惧魔狰100329.obj	1	2	1	0.15	182	183	184	骑乘恐惧魔狰.txt																																
2554	骑乘北美新坐骑100201.obj	1	2	1	0.15	495	495	495	骑乘北美新坐骑100201.txt																																
2555	骑乘暗影坐骑100201.obj	1	2	1	0.15	495	495	495	骑乘暗影坐骑100201.txt																																
2556	骑乘紫影坐骑100201.obj	1	2	1	0.15	495	495	495	骑乘紫影坐骑100201.txt																																
2557	珍兽100412章鱼1.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2558	珍兽100412章鱼2.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2559	珍兽100412章鱼3.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2560	珍兽100412章鱼4.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2561	珍兽100412章鱼5.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2562	珍兽100412章鱼6.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2563	珍兽100412章鱼7.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2564	珍兽100412章鱼8.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2565	珍兽100412章鱼9.obj	1	2	1	0.15	182	183	184	珍兽章鱼.txt																																
2566	npc2010世界杯活动世界杯公示牌100521.obj	1	2	1	0.15	182	183	184	世界杯活动世界杯公示牌.txt																																
2567	npc变身小老头没西瓜20100524.obj	1	2	1	0.15	182	183	184	npc变身小老头没西瓜20100524.txt																																
2568	npc变身小老头20100524.obj	1	2	1	0.15	182	183	184	npc变身小老头20100524.txt																																
2569	npc瓜权有100521.obj	1	2	1	0.15	182	183	184	npc瓜权有100521.txt																																
2570	npc瓜权有二哥100521.obj	1	2	1	0.15	182	183	184	npc瓜权有二哥100521.txt																																
2571	npc西瓜大餐桌20100512.obj	1	2	1	0.15	182	183	184	npc西瓜大餐桌20100512.txt																																
2572	npc美味蒸笼20100525.obj	1	2	1.4	0.15	182	183	184	美味蒸笼.txt																																
2573	npc大蒸包100521.obj	1	2	1	0.15	182	183	184	大蒸包.txt																																
2574	npc百晓真人100519.obj	1	2	1	0.15	182	183	184	百晓真人.txt																																
2575	npc暑期活动-素缘辞魏三爷100519.obj	1	2	1	0.15	182	183	184	魏三爷.txt																																
2576	npc怪铁板金100517.obj	1	2	0.5	0.15	182	183	184	npc怪铁板金100517.txt																																
2577	npc戒尺公100519.obj	1	2	0.5	0.15	182	183	184	npc戒尺公100519.txt																																
2578	npc金兰花20100512.obj	1	2	1	0.15	182	183	184	npc金兰花20100512.txt																																
2579	npc桃李苗20100512.obj	1	2	1	0.15	182	183	184	npc桃李苗20100512.txt																																
2580	npc怒寒冰狐100524.obj	1	2	0.5	0.15	182	183	184	怒寒冰狐.txt																																
2581	npc怪20100519幻花妖1.obj	1	2	1	0.15	182	183	184	幻花妖.txt																																
2582	npc怪20100519幻花妖2.obj	1	2	1	0.15	182	183	184	幻花妖.txt																																
2583	npc怪20100519幻花妖3.obj	1	2	1	0.15	182	183	184	幻花妖.txt																																
2584	npc怪20100519幻花妖4.obj	1	2	1	0.15	182	183	184	幻花妖.txt																																
2585	npc怪20100519幻花妖5.obj	1	2	1	0.15	182	183	184	幻花妖.txt																																
2586	npc怪20100519幻花妖6.obj	1	2	1	0.15	182	183	184	幻花妖.txt																																
2587	npc冰刹20100618.obj	1	2	2	0.15	182	183	184	冰刹.txt																																
2588	珍兽100510花灵兽1.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2589	珍兽100510花灵兽2.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2590	珍兽100510花灵兽3.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2591	珍兽100510花灵兽4.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2592	珍兽100510花灵兽5.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2593	珍兽100510花灵兽6.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2594	珍兽100510花灵兽7.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2595	珍兽100510花灵兽8.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2596	珍兽100510花灵兽9.obj	1	2	1	0.15	182	183	184	珍兽花灵.txt																																
2597	骑乘树傀儡100407.obj	1	2	1	0.15	182	183	184	骑乘树傀儡.txt																																
2598	骑乘20100423炎兽.obj	1	2	1	0.15	182	183	184	骑乘炎兽.txt																																
2599	骑乘100528轩辕雷兽.obj	1	2	1	0.15	182	183	184	骑乘雷兽.txt																																
2600	珍兽合体NPC.obj	1	2	1	0.15	182	183	184	合体NPC.txt																																
2601	npc粉色真心祈福气球091231.obj	1	2	1.8	0.15	182	183	184	npc粉色真心祈福气球091231无效果.txt																																
2602	npc粉色真心祈福气球091231.obj	1	2	2.05	0.15	182	183	184	npc粉色真心祈福气球091231无效果.txt																																
2603	npc粉色真心祈福气球091231.obj	1	2	2.3	0.15	182	183	184	npc粉色真心祈福气球091231无效果.txt																																
2604	npc粉色真心祈福气球091231.obj	1	2	2.55	0.15	182	183	184	npc粉色真心祈福气球091231无效果.txt																																
2605	npc粉色真心祈福气球091231.obj	1	2	2.8	0.15	182	183	184	npc粉色真心祈福气球091231无效果.txt																																
2606	npc粉色真心祈福气球091231.obj	1	2	3.05	0.15	182	183	184	npc粉色真心祈福气球091231无效果.txt																																
2607	npc粉色真心祈福气球091231.obj	1	2	3.3	0.15	182	183	184	npc粉色真心祈福气球091231.txt																																
2608	npc蓝色真心祈福气球091231.obj	1	2	1.8	0.15	182	183	184	npc蓝色真心祈福气球091231无效果.txt																																
2609	npc蓝色真心祈福气球091231.obj	1	2	2.05	0.15	182	183	184	npc蓝色真心祈福气球091231无效果.txt																																
2610	npc蓝色真心祈福气球091231.obj	1	2	2.3	0.15	182	183	184	npc蓝色真心祈福气球091231无效果.txt																																
2611	npc蓝色真心祈福气球091231.obj	1	2	2.55	0.15	182	183	184	npc蓝色真心祈福气球091231无效果.txt																																
2612	npc蓝色真心祈福气球091231.obj	1	2	2.8	0.15	182	183	184	npc蓝色真心祈福气球091231无效果.txt																																
2613	npc蓝色真心祈福气球091231.obj	1	2	3.05	0.15	182	183	184	npc蓝色真心祈福气球091231无效果.txt																																
2614	npc蓝色真心祈福气球091231.obj	1	2	3.3	0.15	182	183	184	npc蓝色真心祈福气球091231.txt																																
2615	npc紫色真心祈福气球091231.obj	1	2	1.8	0.15	182	183	184	npc紫色真心祈福气球091231无效果.txt																																
2616	npc紫色真心祈福气球091231.obj	1	2	2.05	0.15	182	183	184	npc紫色真心祈福气球091231无效果.txt																																
2617	npc紫色真心祈福气球091231.obj	1	2	2.3	0.15	182	183	184	npc紫色真心祈福气球091231无效果.txt																																
2618	npc紫色真心祈福气球091231.obj	1	2	2.55	0.15	182	183	184	npc紫色真心祈福气球091231无效果.txt																																
2619	npc紫色真心祈福气球091231.obj	1	2	2.8	0.15	182	183	184	npc紫色真心祈福气球091231无效果.txt																																
2620	npc紫色真心祈福气球091231.obj	1	2	3.05	0.15	182	183	184	npc紫色真心祈福气球091231无效果.txt																																
2621	npc紫色真心祈福气球091231.obj	1	2	3.3	0.15	182	183	184	npc紫色真心祈福气球091231.txt																																
2622	npc爱情祈福气球20091231.obj	1	2	1.8	0.15	182	183	184	npc爱情祈福气球20091231无效果.txt																																
2623	npc爱情祈福气球20091231.obj	1	2	2.05	0.15	182	183	184	npc爱情祈福气球20091231无效果.txt																																
2624	npc爱情祈福气球20091231.obj	1	2	2.3	0.15	182	183	184	npc爱情祈福气球20091231无效果.txt																																
2625	npc爱情祈福气球20091231.obj	1	2	2.55	0.15	182	183	184	npc爱情祈福气球20091231无效果.txt																																
2626	npc爱情祈福气球20091231.obj	1	2	2.8	0.15	182	183	184	npc爱情祈福气球20091231无效果.txt																																
2627	npc爱情祈福气球20091231.obj	1	2	3.05	0.15	182	183	184	npc爱情祈福气球20091231无效果.txt																																
2628	npc爱情祈福气球20091231.obj	1	2	3.3	0.15	182	183	184	npc爱情祈福气球20091231.txt																																
2629	boss秦皇地宫秦皇后100115.obj	1	2	1	0.15	182	183	184	boss秦皇地宫秦皇后100115.txt																																
2630	npc怪皇后仕女100111.obj	1	2	1	0.15	182	183	184	npc怪皇后仕女100111.txt																																
2631	npc怪西域拜火使者.obj	1	2	1	0.15	182	183	184	npc怪西域拜火使者.txt																																
2632	npc怪西域火精灵.obj	1	2	1	0.15	182	183	184	npc怪西域火精灵.txt																																
2633	npc怪西域火焰武士.obj	1	2	1	0.15	182	183	184	npc怪西域火焰武士.txt																																
2634	npc怪西域开明兽1.obj	1	2	1	0.15	182	183	184	npc怪西域开明兽1.txt																																
2635	npc怪西域圣者.obj	1	2	1	0.15	182	183	184	npc怪西域圣者.txt																																
2636	npc西域三头犬.obj	1	2	1	0.15	182	183	184	npc西域三头犬.txt																																
2637	npc怪秦皇地宫四层秦皇护卫20100204.obj	1	2	1	0.15	182	183	184	npc怪秦皇地宫四层秦皇护卫20100204.txt																																
2638	男新手套装1.obj	1	2	1	0.15	182	183	184	男新手套装1.txt																																
2639	女新手套装1.obj	1	2	1	0.15	182	183	184	女新手套装1.txt																																
2640	男新手套装2.obj	1	2	1	0.15	182	183	184	男新手套装2.txt																																
2641	女新手套装2.obj	1	2	1	0.15	182	183	184	女新手套装2.txt																																
2642	男新手套装3.obj	1	2	1	0.15	182	183	184	男新手套装3.txt																																
2643	女新手套装3.obj	1	2	1	0.15	182	183	184	女新手套装3.txt																																
2644	女主角高模少林.obj	1	2	1	0.15	182	183	184	女主角高模少林.txt																																
2645	女主角高模明教.obj	1	2	1	0.15	182	183	184	女主角高模明教.txt																																
2646	女主角丐帮高模.obj	1	2	1	0.15	182	183	184	女主角丐帮高模.txt																																
2647	女主角高模武当.obj	1	2	1	0.15	182	183	184	女主角高模武当.txt																																
2648	女主角高模峨眉.obj	1	2	1	0.15	182	183	184	女主角高模峨眉.txt																																
2649	女主角高模星宿.obj	1	2	1	0.15	182	183	184	女主角高模星宿.txt																																
2650	女主角大理高模.obj	1	2	1	0.15	182	183	184	女主角大理高模.txt																																
2651	女主角高模天山.obj	1	2	1	0.15	182	183	184	女主角高模天山.txt																																
2652	女主角高模逍遥.obj	1	2	1	0.15	182	183	184	女主角高模逍遥.txt																																
2653	女主角高模姑苏慕容.obj	1	2	1	0.15	182	183	184	女主角高模姑苏慕容.txt																																
2654	男主角高模少林.obj	1	2	1	0.15	182	183	184	男主角高模少林.txt																																
2655	男主角高模明教.obj	1	2	1	0.15	182	183	184	男主角高模明教.txt																																
2656	男主角丐帮高模.obj	1	2	1	0.15	182	183	184	男主角丐帮高模.txt																																
2657	男主角高模武当.obj	1	2	1	0.15	182	183	184	男主角高模武当.txt																																
2658	男主角高模峨眉.obj	1	2	1	0.15	182	183	184	男主角高模峨眉.txt																																
2659	男主角高模星宿.obj	1	2	1	0.15	182	183	184	男主角高模星宿.txt																																
2660	男主角大理高模.obj	1	2	1	0.15	182	183	184	男主角大理高模.txt																																
2661	男主角高模天山.obj	1	2	1	0.15	182	183	184	男主角高模天山.txt																																
2662	男主角高模逍遥.obj	1	2	1	0.15	182	183	184	男主角高模逍遥.txt																																
2663	男主角高模姑苏慕容.obj	1	2	1	0.15	182	183	184	男主角高模姑苏慕容.txt																																
2664	珍兽100531傀儡狼1.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼.txt																																
2665	珍兽100531傀儡狼2.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼.txt																																
2666	珍兽100531傀儡狼3.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼.txt																																
2667	珍兽100531傀儡狼4.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼4.txt																																
2668	珍兽100531傀儡狼5.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼5.txt																																
2669	珍兽100531傀儡狼6.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼6.txt																																
2670	珍兽100531傀儡狼7.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼7.txt																																
2671	珍兽100531傀儡狼8.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼8.txt																																
2672	珍兽100531傀儡狼9.obj	1	2	1	0.15	182	183	184	珍兽傀儡狼9.txt																																
2673	npc密宝箱20100802.obj	1	2	1	0.15	182	183	184	npc密宝箱.txt																																
2674	骑乘多人龙20100809.obj	1	2	1	0.15	-1	-1	-1	骑乘多人龙.txt																																
2675	touyin-box.obj	1	2	1	0.15	182	183	184																																	
2676	合体龙级别1.obj	1	2	1	0.15	182	183	184																																	
2677	合体龙级别2.obj	1	2	1	0.15	182	183	184																																	
2678	合体龙级别3.obj	1	2	1	0.15	182	183	184																																	
2679	合体龙级别4.obj	1	2	1	0.15	182	183	184																																	
2680	合体龙级别5.obj	1	2	1	0.15	182	183	184																																	
2681	合体蝴蝶级别1.obj	1	2	1	0.15	182	183	184																																	
2682	合体蝴蝶级别2.obj	1	2	1	0.15	182	183	184																																	
2683	合体蝴蝶级别3.obj	1	2	1	0.15	182	183	184																																	
2684	合体蝴蝶级别4.obj	1	2	1	0.15	182	183	184																																	
2685	合体蝴蝶级别5.obj	1	2	1	0.15	182	183	184																																	
2686	骑乘兔子20100908.obj	1	2	1	0.15	182	183	184	骑乘兔子.txt																																
2687	主角变身中秋花灯20100906.obj	1	2	1	0.15	182	183	184	中秋花灯.txt																																
2688	珍兽100809五色神牛1.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2689	珍兽100809五色神牛2.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2690	珍兽100809五色神牛3.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2691	珍兽100809五色神牛4.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2692	珍兽100809五色神牛5.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2693	珍兽100809五色神牛6.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2694	珍兽100809五色神牛7.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2695	珍兽100809五色神牛8.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2696	珍兽100809五色神牛9.obj	1	2	0.7	0.15	182	183	184	珍兽五色神牛.txt																																
2697	npc礼炮发射器20100910.obj	1	2	2	0.15	182	183	184	国庆礼炮.txt																																
2698	npc传送人刘博20100805.obj	1	2	1	0.15	182	183	184	宋辽_接引人.txt																																
2699	boss宋军帅20100830.obj	1	2	2	0.15	182	183	184	宋辽_宋boss.txt																																
2700	boss辽军将100816.obj	1	2	2	0.15	182	183	184	宋辽_辽boss.txt																																
2701	npc青龙100917.obj	1	2	1.6	0.15	182	183	184	宋辽_青龙.txt																																
2702	npc100917青龙破.obj	1	2	1.6	0.15	182	183	184																																	
2703	npc白虎100914.obj	1	2	1.6	0.15	182	183	184	宋辽_白虎.txt																																
2704	npc白虎破100914.obj	1	2	1.6	0.15	182	183	184																																	
2705	NPC朱雀100907.obj	1	2	1.6	0.15	182	183	184	宋辽_朱雀.txt																																
2706	npc100907朱雀破.obj	1	2	1.6	0.15	182	183	184																																	
2707	npc100911玄武.obj	1	2	1.6	0.15	182	183	184	宋辽_玄武.txt																																
2708	npc100911玄武破.obj	1	2	1.6	0.15	182	183	184																																	
2709	npc怪宋军车100906.obj	1	2	1	0.15	182	183	184	宋辽_宋车.txt																																
2710	npc怪辽军车20100901.obj	1	2	1	0.15	182	183	184	宋辽_辽车.txt																																
2711	npc怪100901宋军马.obj	1	2	1.2	0.15	182	183	184	宋辽_宋马.txt																																
2712	npc怪100827辽军马.obj	1	2	1.2	0.15	182	183	184	宋辽_辽马.txt																																
2713	npc怪宋军炮车20100906.obj	1	2	1	0.15	182	183	184	宋辽_宋炮.txt																																
2714	npc怪辽军炮车20100906.obj	1	2	1	0.15	182	183	184	宋辽_辽炮.txt																																
2715	npc宋军兵A.obj	1	2	1.3	0.15	182	183	184	宋辽_宋兵A.txt																																
2716	npc宋军兵B.obj	1	2	1.3	0.15	182	183	184	宋辽_通用兵.txt																																
2717	npc辽军卒A.obj	1	2	1.3	0.15	182	183	184	宋辽_通用兵.txt																																
2718	npc辽军卒B.obj	1	2	1.3	0.15	182	183	184	宋辽_辽兵B.txt																																
2719	npc鼎炮100902.obj	1	2	1	0.15	182	183	184																																	
2720	npc鼎卒100902.obj	1	2	1.35	0.15	182	183	184																																	
2721	npc鼎马100902.obj	1	2	0.7	0.15	182	183	184																																	
2722	npc怪宋军文官士20100908.obj	1	2	1.5	0.15	182	183	184	宋辽_宋文士.txt																																
2723	npc怪宋军武官士20100816.obj	1	2	1.5	0.15	182	183	184	宋辽_宋武士.txt																																
2724	npc怪辽军文官士20100831.obj	1	2	1.5	0.15	182	183	184	宋辽_辽文士.txt																																
2725	npc怪辽军武官士20100831.obj	1	2	1.5	0.15	182	183	184	宋辽_辽武士.txt																																
2726	npc服务器编年史公示牌100925.obj	1	2	1	0.15	182	183	184	服务器编年史公示牌.txt																																
2727	骑乘宋军马20100913.obj	1	2	1	0.15	191	192	193	骑乘宋军马.txt																																
2728	骑乘辽军马100923.obj	1	2	1	0.15	191	192	193	骑乘辽军马.txt																																
2729	通用合体特效1.obj	1	2	1	0.15	182	183	184																																	
2730	通用合体特效2.obj	1	2	1	0.15	182	183	184																																	
2731	通用合体特效3.obj	1	2	1	0.15	182	183	184																																	
2732	通用合体特效4.obj	1	2	1	0.15	182	183	184																																	
2733	通用合体特效5.obj	1	2	1	0.15	182	183	184																																	
2734	npc风间雅.obj	1	2	4	0.15	182	183	184	风间雅.txt																																
2735	npc风间烛台.obj	1	2	1	0.15	182	183	184	风间烛台.txt																																
2736	珍兽boss公孙胜20100630.obj	1	2	1	0.15	182	183	184	珍兽boss公孙胜.txt																																
2737	珍兽boss关胜20100630.obj	1	2	1	0.15	182	183	184	珍兽boss关胜.txt																																
2738	珍兽boss卢俊义20100630.obj	1	2	1	0.15	182	183	184	珍兽boss卢俊义.txt																																
2739	珍兽boss吴用20100630.obj	1	2	1	0.15	182	183	184	珍兽boss吴用.txt																																
2740	珍兽boss呼延灼20100630.obj	1	2	1	0.15	182	183	184	珍兽boss呼延灼.txt																																
2741	珍兽boss宋江20100630.obj	1	2	1	0.15	182	183	184	珍兽boss宋江.txt																																
2742	珍兽boss李逵20100630.obj	1	2	1	0.15	182	183	184	珍兽boss李逵.txt																																
2743	珍兽boss林冲20100630.obj	1	2	1	0.15	182	183	184	珍兽boss林冲.txt																																
2744	珍兽boss武松20100630.obj	1	2	1	0.15	182	183	184	珍兽boss武松.txt																																
2745	珍兽boss秦明20100630.obj	1	2	1	0.15	182	183	184	珍兽boss秦明.txt																																
2746	珍兽boss花荣20100630.obj	1	2	1	0.15	182	183	184	珍兽boss花容.txt																																
2747	珍兽boss鲁智深20100630.obj	1	2	1	0.15	182	183	184	珍兽boss鲁智深.txt																																
2748	变身雪人.obj	1	2	2	0.15	182	183	184	变身雪人.txt																																
2749	npc许愿树挂件千纸鹤801时.obj	1	2	1	0.15	182	183	184	npc许愿树.txt																																
2750	npc许愿树挂件千纸鹤1001时.obj	1	2	1	0.15	182	183	184	npc许愿树.txt																																
2751	npc101109美味火鸡1.obj	1	2	1	0.15	182	183	184	珍兽火鸡宝宝.txt																																
2752	npc101109美味火鸡2.obj	1	2	1	0.15	182	183	184	珍兽火鸡宝宝.txt																																
2753	npc101109美味火鸡3.obj	1	2	1	0.15	182	183	184	珍兽火鸡宝宝.txt																																
2754	npc101109美味火鸡4.obj	1	2	1	0.15	182	183	184	珍兽火鸡宝宝.txt																																
2755	npc101109美味火鸡5.obj	1	2	1	0.15	182	183	184	珍兽火鸡宝宝.txt																																
2756	npc101109美味火鸡6.obj	1	2	1	0.15	182	183	184	珍兽火鸡宝宝.txt																																
2757	npc迎春牛101110.obj	1	2	1	0.15	182	183	184	迎春牛.txt																																
2758	珍兽剑狼宝宝1.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝12.txt																																
2759	珍兽剑狼宝宝2.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝12.txt																																
2760	珍兽剑狼宝宝3.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝3.txt																																
2761	珍兽剑狼宝宝4.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝4.txt																																
2762	珍兽剑狼宝宝5.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝5.txt																																
2763	珍兽剑狼宝宝6.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝6.txt																																
2764	珍兽剑狼宝宝7.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝7.txt																																
2765	珍兽剑狼宝宝8.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝8.txt																																
2766	珍兽剑狼宝宝9.obj	1	2	0.6	0.15	182	183	184	剑狼宝宝9.txt																																
2767	珍兽101104狸猫宝宝1.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝12345.txt																																
2768	珍兽101104狸猫宝宝2.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝12345.txt																																
2769	珍兽101104狸猫宝宝3.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝12345.txt																																
2770	珍兽101104狸猫宝宝4.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝12345.txt																																
2771	珍兽101104狸猫宝宝5.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝12345.txt																																
2772	珍兽101104狸猫宝宝6.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝6.txt																																
2773	珍兽101104狸猫宝宝7.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝78.txt																																
2774	珍兽101104狸猫宝宝8.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝78.txt																																
2775	珍兽101104狸猫宝宝9.obj	1	2	1.6	0.15	182	183	184	狸猫宝宝9.txt																																
2776	npc阿月20101123.obj	1	2	1	0.15	182	183	184	npc阿月20101123.txt																																
2777	变身npc阿月20101123.obj	1	2	1	0.15	182	183	184	npc阿月20101123.txt																																
2778	骑乘火麒麟20100407.obj	1	2	1	0.15	182	183	184	骑乘火麒麟.txt																																
2779	骑乘重甲战马101119.obj	1	2	1	0.15	182	183	184	骑乘鬼马.txt																																
2780	骑乘100733卷轴3.obj	1	2	1	0.15	-1	-1	-1	骑乘画卷.txt																																
2781	骑乘麒麟锦鱼.obj	1	2	1	0.15	-1	-1	-1	添福锦鳞.txt																																
2782	骑乘仓鼠.obj	1	2	1	0.15	-1	-1	-1	天工玲珑鼠.txt																																
2783	骑乘陆行鸟.obj	1	2	1	0.15	182	183	184	骑乘陆行鸟.txt																																
2784	珍兽20101210玉孪凤1.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2785	珍兽20101210玉孪凤2.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2786	珍兽20101210玉孪凤3.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2787	珍兽20101210玉孪凤4.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2788	珍兽20101210玉孪凤5.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2789	珍兽20101210玉孪凤6.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2790	珍兽20101210玉孪凤7.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2791	珍兽20101210玉孪凤8.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2792	珍兽20101210玉孪凤9.obj	1	2	1.25	0.15	182	183	184	玉鸾凤.txt																																
2793	npc鲜花幼苗冬1级.obj	1	2	3	0.15	182	183	184	鲜花幼苗.txt																																
2794	npc鲜花幼苗冬2级.obj	1	2	3	0.15	182	183	184	鲜花幼苗.txt																																
2795	npc鲜花幼苗冬3级.obj	1	2	2.1	0.15	182	183	184	鲜花幼苗.txt																																
2796	npc鲜花幼苗冬4级.obj	1	2	2.1	0.15	182	183	184	鲜花幼苗.txt																																
2797	企鹅王9.obj	1	2	0.4	0.15	182	183	184	企鹅王.txt																																
2798	骑乘金麟舞狮101202.obj	1	2	1	0.15	182	183	184	骑乘金麟舞狮.txt																																
2799	npc礼花炮20101130.obj	1	2	1	0.15	182	183	184	礼花炮.txt																																
2800	npc大理玫瑰花101217.obj	1	2	1	0.15	182	183	184	玫瑰花丛.txt																																
2801	骑乘双人寄居蟹100830.obj	1	2	1	0.15	182	183	184	双人寄居蟹.txt																																
