INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING
495	821	21	2	0	0	60	60	100	10	H°ng Thông		Vi®n Trþ Thäo Nguyên	-1	-1	-1	90	77			
496	822	22	1	0	0	15	15	55	11	Lâm Nham		Vi®n Trþ Tung S½n	-1	-1	-1	97	106			
497	823	22	1	0	0	20	20	60	11	Lâm Nham		Vi®n Trþ Tây H°	-1	-1	-1	97	106			
498	824	22	1	0	0	25	25	65	11	Lâm Nham		Vi®n Trþ Nhî Häi	-1	-1	-1	97	106			
499	825	22	1	0	0	30	30	70	11	Lâm Nham		Vi®n Trþ NhÕn Nam	-1	-1	-1	97	106			
500	826	22	1	0	0	35	35	75	11	Lâm Nham		Vi®n Trþ Long Tuy«n	-1	-1	-1	97	106			
501	827	22	1	0	0	40	40	80	11	Lâm Nham		Vi®n Trþ Thß½ng S½n	-1	-1	-1	97	106			
502	828	22	1	0	0	45	45	85	11	Lâm Nham		Vi®n Trþ NhÕn B¡c	-1	-1	-1	97	106			
503	829	22	1	0	0	50	50	90	11	Lâm Nham		Vi®n Trþ Võ Di	-1	-1	-1	97	106			
504	830	22	1	0	0	55	55	95	11	Lâm Nham		Vi®n Trþ ThÕch Lâm	-1	-1	-1	97	106			
505	831	22	1	0	0	60	60	100	11	Lâm Nham		Vi®n Trþ Thäo Nguyên	-1	-1	-1	97	106			
506	832	23	3	0	0	15	15	55	12	Trß½ng Trung Hành		Vi®n Trþ Tung S½n	-1	-1	-1	78	94			
507	833	23	3	0	0	20	20	60	12	Trß½ng Trung Hành		Vi®n Trþ Tây H°	-1	-1	-1	78	94			
508	834	23	3	0	0	25	25	65	12	Trß½ng Trung Hành		Vi®n Trþ Nhî Häi	-1	-1	-1	78	94			
509	835	23	3	0	0	30	30	70	12	Trß½ng Trung Hành		Vi®n Trþ NhÕn Nam	-1	-1	-1	78	94			
510	836	23	3	0	0	35	35	75	12	Trß½ng Trung Hành		Vi®n Trþ Long Tuy«n	-1	-1	-1	78	94			
511	837	23	3	0	0	40	40	80	12	Trß½ng Trung Hành		Vi®n Trþ Thß½ng S½n	-1	-1	-1	78	94			
512	838	23	3	0	0	45	45	85	12	Trß½ng Trung Hành		Vi®n Trþ NhÕn B¡c	-1	-1	-1	78	94			
513	839	23	3	0	0	50	50	90	12	Trß½ng Trung Hành		Vi®n Trþ Võ Di	-1	-1	-1	78	94			
514	840	23	3	0	0	55	55	95	12	Trß½ng Trung Hành		Vi®n Trþ ThÕch Lâm	-1	-1	-1	78	94			
515	841	23	3	0	0	60	60	100	12	Trß½ng Trung Hành		Vi®n Trþ Thäo Nguyên	-1	-1	-1	78	94			
516	842	24	6	0	0	15	15	55	13	Bän Phàm		Vi®n Trþ Tung S½n	-1	-1	-1	95	85			
517	843	24	6	0	0	20	20	60	13	Bän Phàm		Vi®n Trþ Tây H°	-1	-1	-1	95	85			
518	844	24	6	0	0	25	25	65	13	Bän Phàm		Vi®n Trþ Nhî Häi	-1	-1	-1	95	85			
519	845	24	6	0	0	30	30	70	13	Bän Phàm		Vi®n Trþ NhÕn Nam	-1	-1	-1	95	85			
520	846	24	6	0	0	35	35	75	13	Bän Phàm		Vi®n Trþ Long Tuy«n	-1	-1	-1	95	85			
521	847	24	6	0	0	40	40	80	13	Bän Phàm		Vi®n Trþ Thß½ng S½n	-1	-1	-1	95	85			
522	848	24	6	0	0	45	45	85	13	Bän Phàm		Vi®n Trþ NhÕn B¡c	-1	-1	-1	95	85			
523	849	24	6	0	0	50	50	90	13	Bän Phàm		Vi®n Trþ Võ Di	-1	-1	-1	95	85			
524	850	24	6	0	0	55	55	95	13	Bän Phàm		Vi®n Trþ ThÕch Lâm	-1	-1	-1	95	85			
525	851	24	6	0	0	60	60	100	13	Bän Phàm		Vi®n Trþ Thäo Nguyên	-1	-1	-1	95	85			
526	852	25	8	0	0	15	15	55	14	T¥n Quán		Vi®n Trþ Tung S½n	-1	-1	-1	119	152			
527	853	25	8	0	0	20	20	60	14	T¥n Quán		Vi®n Trþ Tây H°	-1	-1	-1	119	152			
528	854	25	8	0	0	25	25	65	14	T¥n Quán		Vi®n Trþ Nhî Häi	-1	-1	-1	119	152			
529	855	25	8	0	0	30	30	70	14	T¥n Quán		Vi®n Trþ NhÕn Nam	-1	-1	-1	119	152			
530	856	25	8	0	0	35	35	75	14	T¥n Quán		Vi®n Trþ Long Tuy«n	-1	-1	-1	119	152			
531	857	25	8	0	0	40	40	80	14	T¥n Quán		Vi®n Trþ Thß½ng S½n	-1	-1	-1	119	152			
532	858	25	8	0	0	45	45	85	14	T¥n Quán		Vi®n Trþ NhÕn B¡c	-1	-1	-1	119	152			
533	859	25	8	0	0	50	50	90	14	T¥n Quán		Vi®n Trþ Võ Di	-1	-1	-1	119	152			
534	860	25	8	0	0	55	55	95	14	T¥n Quán		Vi®n Trþ ThÕch Lâm	-1	-1	-1	119	152			
535	861	25	8	0	0	60	60	100	14	T¥n Quán		Vi®n Trþ Thäo Nguyên	-1	-1	-1	119	152			
536	862	26	4	0	0	15	15	55	15	Mãnh Long		Vi®n Trþ Tung S½n	-1	-1	-1	95	85			
537	863	26	4	0	0	20	20	60	15	Mãnh Long		Vi®n Trþ Tây H°	-1	-1	-1	95	85			
538	864	26	4	0	0	25	25	65	15	Mãnh Long		Vi®n Trþ Nhî Häi	-1	-1	-1	95	85			
539	865	26	4	0	0	30	30	70	15	Mãnh Long		Vi®n Trþ NhÕn Nam	-1	-1	-1	95	85			
540	866	26	4	0	0	35	35	75	15	Mãnh Long		Vi®n Trþ Long Tuy«n	-1	-1	-1	95	85			
541	867	26	4	0	0	40	40	80	15	Mãnh Long		Vi®n Trþ Thß½ng S½n	-1	-1	-1	95	85			
542	868	26	4	0	0	45	45	85	15	Mãnh Long		Vi®n Trþ NhÕn B¡c	-1	-1	-1	95	85			
543	869	26	4	0	0	50	50	90	15	Mãnh Long		Vi®n Trþ Võ Di	-1	-1	-1	95	85			
544	870	26	4	0	0	55	55	95	15	Mãnh Long		Vi®n Trþ ThÕch Lâm	-1	-1	-1	95	85			
545	871	26	4	0	0	60	60	100	15	Mãnh Long		Vi®n Trþ Thäo Nguyên	-1	-1	-1	95	85			
546	872	27	5	0	0	15	15	55	16	Vß½ng NgÕn		Vi®n Trþ Tung S½n	-1	-1	-1	95	92			
547	873	27	5	0	0	20	20	60	16	Vß½ng NgÕn		Vi®n Trþ Tây H°	-1	-1	-1	95	92			
548	874	27	5	0	0	25	25	65	16	Vß½ng NgÕn		Vi®n Trþ Nhî Häi	-1	-1	-1	95	92			
549	875	27	5	0	0	30	30	70	16	Vß½ng NgÕn		Vi®n Trþ NhÕn Nam	-1	-1	-1	95	92			
550	876	27	5	0	0	35	35	75	16	Vß½ng NgÕn		Vi®n Trþ Long Tuy«n	-1	-1	-1	95	92			
551	877	27	5	0	0	40	40	80	16	Vß½ng NgÕn		Vi®n Trþ Thß½ng S½n	-1	-1	-1	95	92			
552	878	27	5	0	0	45	45	85	16	Vß½ng NgÕn		Vi®n Trþ NhÕn B¡c	-1	-1	-1	95	92			
553	879	27	5	0	0	50	50	90	16	Vß½ng NgÕn		Vi®n Trþ Võ Di	-1	-1	-1	95	92			
554	880	27	5	0	0	55	55	95	16	Vß½ng NgÕn		Vi®n Trþ ThÕch Lâm	-1	-1	-1	95	92			
555	881	27	5	0	0	60	60	100	16	Vß½ng NgÕn		Vi®n Trþ Thäo Nguyên	-1	-1	-1	95	92			
556	882	28	7	0	0	15	15	55	17	Phù Mçn Nghi		Vi®n Trþ Tung S½n	-1	-1	-1	93	61			
557	883	28	7	0	0	20	20	60	17	Phù Mçn Nghi		Vi®n Trþ Tây H°	-1	-1	-1	93	61			
558	884	28	7	0	0	25	25	65	17	Phù Mçn Nghi		Vi®n Trþ Nhî Häi	-1	-1	-1	93	61			
559	885	28	7	0	0	30	30	70	17	Phù Mçn Nghi		Vi®n Trþ NhÕn Nam	-1	-1	-1	93	61			
560	886	28	7	0	0	35	35	75	17	Phù Mçn Nghi		Vi®n Trþ Long Tuy«n	-1	-1	-1	93	61			
561	887	28	7	0	0	40	40	80	17	Phù Mçn Nghi		Vi®n Trþ Thß½ng S½n	-1	-1	-1	93	61			
562	888	28	7	0	0	45	45	85	17	Phù Mçn Nghi		Vi®n Trþ NhÕn B¡c	-1	-1	-1	93	61			
563	889	28	7	0	0	50	50	90	17	Phù Mçn Nghi		Vi®n Trþ Võ Di	-1	-1	-1	93	61			
564	890	28	7	0	0	55	55	95	17	Phù Mçn Nghi		Vi®n Trþ ThÕch Lâm	-1	-1	-1	93	61			
565	891	28	7	0	0	60	60	100	17	Phù Mçn Nghi		Vi®n Trþ Thäo Nguyên	-1	-1	-1	93	61			
566	1256	8	-1	0	0	-1	75	120	246	Hà Duy®t		#YHoàng Kim Chi Liên	-1	-1	-1	295	68			
567	1121	50	-1	0	0	-1	30	120	-1	Võ ÐÕi Uy		Do Thám tin tÑc	-1	-1	-1	0	0			
568	757	13	-1	0	0	1	1	31	2	Tri®u Thiên Sß		H÷c kÛ nång m¾i	444	-1	-1	160	156			
569	750	20	0	0	0	45	43	85	9	Tu® Phß½ng		Chiêu Vô Hß Phát	-1	-1	-1	95	82			
570	751	20	0	0	0	45	43	85	9	Tu® Phß½ng		Chiªt Mµc Li®t ThÕch	750	-1	-1	95	82			
571	752	20	0	0	0	45	43	85	9	Tu® Phß½ng		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	95	82			
572	753	20	0	0	0	45	43	85	9	Tu® Phß½ng		Bách Änh Tàn Tung	752	-1	-1	95	82			
573	754	20	0	0	0	45	43	85	9	Tu® Phß½ng		‘n Nhßþc Thái S½n	753	-1	-1	95	82			
574	755	20	0	0	0	45	43	85	9	Tu® Phß½ng		Khí NÕp S½n Hà	754	-1	-1	95	82			
575	750	21	2	0	0	45	43	85	10	H°ng Thông		Chiêu Vô Hß Phát	-1	-1	-1	90	77			
576	751	21	2	0	0	45	43	85	10	H°ng Thông		Chiªt Mµc Li®t ThÕch	750	-1	-1	90	77			
577	752	21	2	0	0	45	43	85	10	H°ng Thông		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	90	77			
578	753	21	2	0	0	45	43	85	10	H°ng Thông		Bách Änh Tàn Tung	752	-1	-1	90	77			
579	754	21	2	0	0	45	43	85	10	H°ng Thông		‘n Nhßþc Thái S½n	753	-1	-1	90	77			
580	755	21	2	0	0	45	43	85	10	H°ng Thông		Khí NÕp S½n Hà	754	-1	-1	90	77			
581	750	22	1	0	0	45	43	85	11	Lâm Nham		Chiêu Vô Hß Phát	-1	-1	-1	97	106			
582	751	22	1	0	0	45	43	85	11	Lâm Nham		Chiªt Mµc Li®t ThÕch	750	-1	-1	97	106			
583	752	22	1	0	0	45	43	85	11	Lâm Nham		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	97	106			
584	753	22	1	0	0	45	43	85	11	Lâm Nham		Bách Änh Tàn Tung	752	-1	-1	97	106			
585	754	22	1	0	0	45	43	85	11	Lâm Nham		‘n Nhßþc Thái S½n	753	-1	-1	97	106			
586	755	22	1	0	0	45	43	85	11	Lâm Nham		Khí NÕp S½n Hà	754	-1	-1	97	106			
587	750	23	3	0	0	45	43	85	12	Trß½ng Trung Hành		Chiêu Vô Hß Phát	-1	-1	-1	78	94			
588	751	23	3	0	0	45	43	85	12	Trß½ng Trung Hành		Chiªt Mµc Li®t ThÕch	750	-1	-1	78	94			
589	752	23	3	0	0	45	43	85	12	Trß½ng Trung Hành		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	78	94			
590	753	23	3	0	0	45	43	85	12	Trß½ng Trung Hành		Bách Änh Tàn Tung	752	-1	-1	78	94			
591	754	23	3	0	0	45	43	85	12	Trß½ng Trung Hành		‘n Nhßþc Thái S½n	753	-1	-1	78	94			
592	755	23	3	0	0	45	43	85	12	Trß½ng Trung Hành		Khí NÕp S½n Hà	754	-1	-1	78	94			
593	750	24	6	0	0	45	43	85	13	Bän Phàm		Chiêu Vô Hß Phát	-1	-1	-1	95	85			
594	751	24	6	0	0	45	43	85	13	Bän Phàm		Chiªt Mµc Li®t ThÕch	750	-1	-1	95	85			
595	752	24	6	0	0	45	43	85	13	Bän Phàm		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	95	85			
596	753	24	6	0	0	45	43	85	13	Bän Phàm		Bách Änh Tàn Tung	752	-1	-1	95	85			
597	754	24	6	0	0	45	43	85	13	Bän Phàm		‘n Nhßþc Thái S½n	753	-1	-1	95	85			
598	755	24	6	0	0	45	43	85	13	Bän Phàm		Khí NÕp S½n Hà	754	-1	-1	95	85			
599	750	25	8	0	0	45	43	85	14	T¥n Quán		Chiêu Vô Hß Phát	-1	-1	-1	119	152			
600	751	25	8	0	0	45	43	85	14	T¥n Quán		Chiªt Mµc Li®t ThÕch	750	-1	-1	119	152			
601	752	25	8	0	0	45	43	85	14	T¥n Quán		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	119	152			
602	753	25	8	0	0	45	43	85	14	T¥n Quán		Bách Änh Tàn Tung	752	-1	-1	119	152			
603	754	25	8	0	0	45	43	85	14	T¥n Quán		‘n Nhßþc Thái S½n	753	-1	-1	119	152			
604	755	25	8	0	0	45	43	85	14	T¥n Quán		Khí NÕp S½n Hà	754	-1	-1	119	152			
605	750	26	4	0	0	45	43	85	15	Mãnh Long		Chiêu Vô Hß Phát	-1	-1	-1	95	85			
606	751	26	4	0	0	45	43	85	15	Mãnh Long		Chiªt Mµc Li®t ThÕch	750	-1	-1	95	85			
607	752	26	4	0	0	45	43	85	15	Mãnh Long		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	95	85			
608	753	26	4	0	0	45	43	85	15	Mãnh Long		Bách Änh Tàn Tung	752	-1	-1	95	85			
609	754	26	4	0	0	45	43	85	15	Mãnh Long		‘n Nhßþc Thái S½n	753	-1	-1	95	85			
610	755	26	4	0	0	45	43	85	15	Mãnh Long		Khí NÕp S½n Hà	754	-1	-1	95	85			
611	750	27	5	0	0	45	43	85	16	Vß½ng NgÕn		Chiêu Vô Hß Phát	-1	-1	-1	95	92			
612	751	27	5	0	0	45	43	85	16	Vß½ng NgÕn		Chiªt Mµc Li®t ThÕch	750	-1	-1	95	92			
613	752	27	5	0	0	45	43	85	16	Vß½ng NgÕn		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	95	92			
614	753	27	5	0	0	45	43	85	16	Vß½ng NgÕn		Bách Änh Tàn Tung	752	-1	-1	95	92			
615	754	27	5	0	0	45	43	85	16	Vß½ng NgÕn		‘n Nhßþc Thái S½n	753	-1	-1	95	92			
616	755	27	5	0	0	45	43	85	16	Vß½ng NgÕn		Khí NÕp S½n Hà	754	-1	-1	95	92			
617	750	28	7	0	0	45	43	85	17	Phù Mçn Nghi		Chiêu Vô Hß Phát	-1	-1	-1	93	61			
618	751	28	7	0	0	45	43	85	17	Phù Mçn Nghi		Chiªt Mµc Li®t ThÕch	750	-1	-1	93	61			
619	752	28	7	0	0	45	43	85	17	Phù Mçn Nghi		Ð°ng Tß¶ng Thiªt Bích	751	-1	-1	93	61			
620	753	28	7	0	0	45	43	85	17	Phù Mçn Nghi		Bách Änh Tàn Tung	752	-1	-1	93	61			
621	754	28	7	0	0	45	43	85	17	Phù Mçn Nghi		‘n Nhßþc Thái S½n	753	-1	-1	93	61			
622	755	28	7	0	0	45	43	85	17	Phù Mçn Nghi		Khí NÕp S½n Hà	754	-1	-1	93	61			
623	1161	12	-1	0	0	-1	30	120	1	Lß½ng ÐÕo Sî		Nh¤t Thiên Linh Nh¤t Nguy®n V÷ng	-1	-1	-1	186	182			
#624	1146	1	-1	0	0	-1	70	120	2	Khô Vinh ðÕi sß		Sát Tinh	-1	-1	-1	130	76			
#625	1169	1	-1	0	0	-1	30	120	2	Phó Kiªp Sinh		Tr× Ác Thiên Kiªp Lâu	-1	-1	-1	50	175			
628	970	60	-1	0	0	45	43	85	282	C¯ Hoành T±		Kh¦n c¥u cüa læ nhân	-1	-1	-1	251	63			
629	971	60	-1	0	0	45	43	85	282	C¯ Hoành T±		träi nghi®m cüa læ nhân	971	-1	-1	251	63			
630	972	60	-1	0	0	45	43	85	282	C¯ Hoành T±		Sñ tr· lÕi cüa læ nhân	972	-1	-1	251	63			
631	973	60	-1	0	0	50	48	90	282	C¯ Hoành T±		S½ Kiªn Hoa Mai	-1	-1	-1	251	63			
632	974	60	-1	0	0	50	48	90	282	Hoa Mai		Cµng Ngñ S½n T£c	973	-1	-1	146	39			
633	975	60	-1	0	0	50	48	90	282	Hoa Mai		Ngß¶i con ðßþc cÑu	974	-1	-1	146	39			
634	976	60	-1	0	0	50	48	90	282	Hoa Th¦m		Kh¦n c¤p hµ t¯ng	975	-1	-1	247	145			
635	977	60	-1	0	0	50	48	90	282	Lý Lµ		Sñ t§p kích kÏ lÕ	976	-1	-1	189	41			
636	978	60	-1	0	0	50	48	90	282	Hoa Mai		S½n t£c ðµc kª	977	-1	-1	146	39			
637	979	60	-1	0	0	50	48	90	282	Hoa Mai		Chân tß¾ng rõ ràng	978	-1	-1	146	39			
638	980	60	-1	0	0	55	53	95	282	Lý Lµ		Ngß¶i cüa câu chuy®n	979	-1	-1	189	41			
639	981	60	-1	0	0	55	53	95	282	Lßu Tra L­		G¥n ðây khá phi«n phÑc	980	-1	-1	151	60			
640	982	60	-1	0	0	55	53	95	282	Hàn Sâm		Nan ni®m chi kinh	981	-1	-1	261	170			
641	983	60	-1	0	0	55	53	95	282	Lßu Tra L­		Phong Vû vô tr·	982	-1	-1	151	60			
642	984	60	-1	0	0	55	53	95	282	Lßu Tra L­		B¢ng hæu	983	-1	-1	151	60			
643	985	60	-1	0	0	60	58	100	282	Lý Lµ		VÕn sñ câu b¸	984	-1	-1	189	41			
644	986	60	-1	0	0	60	58	100	282	Hoa Mai		Th¥n Long Bãi Vî	985	-1	-1	146	39			
645	987	60	-1	0	0	60	58	100	282	Hoa Mai		Tr§n ðánh cu¯i cùng	986	-1	-1	146	39			
646	988	60	-1	0	0	60	58	100	282	Hoa Mai		Vçn là tÖ muµi t¯t	987	-1	-1	146	39			
647	989	60	-1	0	0	60	58	100	282	Lý Lµ		Kªt cøc không l¶i	988	-1	-1	189	41			
#685	717	13	-1	0	0	10	8	120	2	Ti«n Long		Hùng Miêu Ham Ch½i	-1	-1	-1	145	139			

707	1187	11	-1	0	0	40	40	70	0	Châu Thiên Sß		Bäo ThÕch Biªu T£ng	-1	-1	-1	160	134			
708	1188	11	-1	0	0	40	40	70	0	Bành Hoài Ng÷c		ThØ Ðøc L²	1187	-1	-1	177	184			
709	1189	11	-1	0	0	40	40	70	0	Bành Hoài Ng÷c		Ð¬ Trang B¸ MÕnh H½n	1188	-1	-1	177	184			

9999	9999	1	-1	0	0	1	1	0	0	TLBB WINNER		Nhi®m Vø Tß½ng Tác	-1	-1	-1	160	160			
