INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
1057	1057	3000	WuhunSkill2_3							0	0	0	1	0		L® Cß½ng Chi H°n: Có tÖ l® nh¤t ğ¸nh tång ngoÕi công cüa bän thân
1058	1058	3000	WuhunSkill2_3				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång ngoÕi công
1059	1059	3000	WuhunSkill2_4							0	0	0	1	0		Toàn Nhu Chi H°n: Có tÖ l® nh¤t ğ¸nh tång nµi công cüa bän thân
1060	1060	3000	WuhunSkill2_4				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång nµi công
1061	1061	3000	WuhunSkill2_5							0	0	0	1	0		Võ Nh§n Chi H°n: Có tÖ l® nh¤t ğ¸nh tång ngoÕi thü cüa bän thân
1062	1062	3000	WuhunSkill2_5				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång ngoÕi thü
1063	1063	3000	WuhunSkill2_6							0	0	0	1	0		Âm Miên Chi H°n: Có tÖ l® nh¤t ğ¸nh tång nµi thü cüa bän thân
1064	1064	3000	WuhunSkill2_6				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång nµi thü
1065	1065	3000	WuhunSkill2_7							0	0	0	1	0		Tinh Chu¦n Chi H°n: Có tÖ l® nh¤t ğ¸nh tång Chính Xác cüa bän thân
1066	1066	3000	WuhunSkill2_7				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång Chính Xác
1067	1067	3000	WuhunSkill2_8							0	0	0	1	0		Linh Sái Chi H°n: Có tÖ l® nh¤t ğ¸nh tång Né Tránh cüa bän thân
1068	1068	3000	WuhunSkill2_8				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång Né Tránh
1069	1069	3000	Buff1_9							0	0	0	1	0		PhÕp Lñc Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm cß¶ng lñc cüa møc tiêu
1070	1070	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm cß¶ng lñc
1071	1071	3000	Buff1_9							0	0	0	1	0		Di®t Linh Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm nµi lñc cüa møc tiêu
1072	1072	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm nµi lñc
1073	1073	3000	Buff1_9							0	0	0	1	0		Phá Th¬ Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm th¬ lñc cüa møc tiêu
1074	1074	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm th¬ lñc
1075	1075	3000	Buff1_9							0	0	0	1	0		LoÕn Ğ¸nh Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm trí lñc cüa møc tiêu
1076	1076	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm trí lñc
1077	1077	3000	Buff1_9							0	0	0	1	0		Trùng Thân Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm thân pháp cüa møc tiêu
1078	1078	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm thân pháp
1079	1079	3000	WuhunSkill2_9							0	0	0	1	0		ĞoÕn Cß½ng Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm ngoÕi công cüa møc tiêu
1080	1080	3000	WuhunSkill2_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm ngoÕi công
1081	1081	3000	WuhunSkill2_10							0	0	0	1	0		Li®t Nhu Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm nµi công cüa møc tiêu
1082	1082	3000	WuhunSkill2_10				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm nµi công
1083	1083	3000	WuhunSkill2_11							0	0	0	1	0		Äm Nh§n Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm ngoÕi thü cüa møc tiêu
1084	1084	3000	WuhunSkill2_11				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm ngoÕi thü
1085	1085	3000	WuhunSkill2_12							0	0	0	1	0		Thích Miên Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm nµi thü cüa møc tiêu
1086	1086	3000	WuhunSkill2_12				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm nµi thü
1087	1087	3000	WuhunSkill2_13							0	0	0	1	0		Nhi­u Chu¦n Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm Chính Xác cüa møc tiêu
1088	1088	3000	WuhunSkill2_13				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm Chính Xác
1089	1089	3000	WuhunSkill2_14							0	0	0	1	0		Tuy®t Sái Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm Né Tránh cüa møc tiêu
1090	1090	3000	WuhunSkill2_14				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm Né Tránh
1091	1091	3000	WuhunSkill2_15							0	0	0	1	0		Cß¶ng Kích Chi H°n: Có tÖ l® nh¤t ğ¸nh gây sát thß½ng tång thêm
1092	1092	3000	WuhunSkill2_16							0	0	0	1	0		Tuy®t Khí Chi H°n: Có tÖ l® nh¤t ğ¸nh làm giäm chân khí ğ¯i phß½ng
1093	1093	3000	WuhunSkill3_1							0	0	0	1	0		Thßşng Võ Chi H°n: Có tÖ l® nh¤t ğ¸nh tång t¤t cä thuµc tính cüa bän thân
1094	1094	3000	WuhunSkill3_1				buff_Îä»êÉĞÎäÖ®»ê		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång t¤t cä thuµc tính
1095	1095	3000	WuhunSkill3_2							0	0	0	1	0		Tuy®t Tình Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm møc tiêu t¤t cä thuµc tính
1096	1096	3000	WuhunSkill3_2				buff_Îä»ê¾øÇéÖ®»ê		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm t¤t cä thuµc tính
1100	1100	2000	Shenqi_3_5							1	0	0	0	0		Xích Di­m CØu Vån: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng 
1101	1101	2000	Shenqi_3_9							1	0	0	0	0		Hàm Quang Lµng Änh: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1102	1102	2000	Shenqi_3_7							1	0	0	0	0		Toái Tình Vø Änh: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tuy®t Di®u Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång công kích hµi tâm cüa bän thân, giäm phòng ngñ hµi tâm ğ¯i phß½ng 
1103	1103	2000	Shenqi_3_4							1	0	0	0	0		Lôi Minh Ly Höa: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tinh di®u nh¤t kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång Chính xác cüa bän thân, giäm Né tránh cüa ğ¯i phß½ng 
1104	1104	2000	Shenqi_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Chu Lam DÕ: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1105	1105	2000	Shenqi_6				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Chu Lam DÕ: ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1106	1106	2000	PetSkill6_15	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Giäm T¯c: giäm 45% t¯c ğµ di chuy¬n 
1107	1107	2000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Phá Tri«n: nµi ngoÕi thü giäm 2400
1108	1108	2000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Hß Nhßşc: nµi ngoÕi công giäm 2400
1109	1109	2000	Shenqi_3_6							1	0	0	0	0		VÕn Nh§n Long Uyên: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1110	1110	2000	Shenqi_12				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1111	1111	2000	Shenqi_3_2							1	0	0	0	0		Chuy¬n H°n Di®t Phách: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1112	1112	2000	Shenqi_7				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1113	1113	2000	Shenqi_13				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1114	1114	2000	Shenqi_13				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1115	1115	2000	Shenqi_3_1							1	0	0	0	0		Träm ¿u ĞoÕn S¥u: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng 
1116	1116	2000	Shenqi_9				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1117	1117	2000	Shenqi_9				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1118	1118	2000	Shenqi_3_3							1	0	0	0	0		D¸ch Thiên Phá Tà: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng 
1119	1119	2000	Shenqi_14				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1120	1120	2000	Shenqi_14				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1121	1121	2000	Shenqi_11				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1122	1122	2000	Shenqi_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1123	1123	2000	Shenqi_3_8							1	0	0	0	0		Thiên Tinh Di®u Dß½ng: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1124	1124	2000	Shenqi_10				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1125	1125	2000	Shenqi_8				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1126	1126	1000	PetChapletBuff1_5							1	0	0	0	0		Tång cß¶ng lñc và th¬ lñc
1127	1127	1000	PetChapletBuff1_12							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1128	1128	1000	PetChapletBuff1_14							1	0	0	0	0		Tång cß¶ng lñc và thân pháp
1129	1129	1000	PetChapletBuff1_2							1	0	0	0	0		Tång nµi lñc và th¬ lñc
1130	1130	1000	PetChapletBuff1_12							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1131	1131	1000	PetChapletBuff1_14							1	0	0	0	0		Tång nµi lñc và thân pháp
1132	1132	1000	PetChapletBuff1_1							1	0	0	0	0		Tång th¬ lñc
1133	1133	1000	PetChapletBuff1_14							1	0	0	0	0		Tång th¬ lñc và thân pháp
1134	1134	1000	PetChapletBuff1_14							1	0	0	0	0		Gia tång thân pháp
1135	1135	1000	PetChapletBuff1_9							1	0	0	0	0		Tång cß¶ng lñc và th¬ lñc
1136	1136	1000	PetChapletBuff1_11							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1137	1137	1000	PetChapletBuff1_16							1	0	0	0	0		Tång cß¶ng lñc và thân pháp
1138	1138	1000	PetChapletBuff1_8							1	0	0	0	0		Tång nµi lñc và th¬ lñc
1139	1139	1000	PetChapletBuff1_11							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1140	1140	1000	PetChapletBuff1_16							1	0	0	0	0		Tång nµi lñc và thân pháp
1141	1141	1000	PetChapletBuff2_3							1	0	0	0	0		Tång th¬ lñc
1142	1142	1000	PetChapletBuff1_16							1	0	0	0	0		Tång th¬ lñc và thân pháp
1143	1143	1000	PetChapletBuff1_16							1	0	0	0	0		Gia tång thân pháp
1144	1144	1000	Buff11_9				buff_¸£Ïã°ü		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tân Niên Phúc Hß½ng Bao: t¤t cä thuµc tính+10
1145	1145	1000	Buff11_9				buff_¸£Ïã°ü		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tân Niên Phúc Hß½ng Bao: t¤t cä thuµc tính+15
1146	1146	1000	Buff11_9				buff_¸£Ïã°ü		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tân Niên Phúc Hß½ng Bao: t¤t cä thuµc tính+20
1147	1147	1000	Buff11_9				buff_¸£Ïã°ü		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tân Niên Phúc Hß½ng Bao: t¤t cä thuµc tính+25
1148	1148	1000	Buff11_9				buff_¸£Ïã°ü		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tân Niên Phúc Hß½ng Bao: t¤t cä thuµc tính+30
1149	1149	1000	Buff11_9				buff_¸£Ïã°ü		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tân Niên Phúc Hß½ng Bao: t¤t cä thuµc tính+35
1150	1050	1000	Buff11_10				buff_ÉËĞÄ¶Ï³¦		ÉíÌåÖĞĞÄµã	0	0	0	0	0		C¥u ái th¤t bÕi, thß½ng tâm ğoÕn trß¶ng. Trong 1 phút không th¬ tö tình v¾i ngß¶i khác. SØ døng Vong Tình Thüy có th¬ giäi tr× trÕng thái này.
1151	1151	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Ái Ngæ Quang Hoàn, tång 10 ği¬m t¤t cä thuµc tính nhân v§t, duy trì 30 phút.
1152	1152	1000	CircularTaskTool9_15							0	0	0	1	0		Bµc trúc lôi ğµng, hoán tïnh mãn viên xuân s¡c (Thßşng Li­n Thông Thß¶ng): Tång cß¶ng lñc, nµi lñc, th¬ lñc, trí lñc, thân pháp m²i loÕi 10 ği¬m
1153	1153	1000	CircularTaskTool9_3							0	0	0	1	0		ThuÜ tuyªt phiêu phi, tri®u th¸ nh¤t tuª phúc trÕch (HÕ Li­n Thông Thß¶ng): Tång cß¶ng lñc, nµi lñc, th¬ lñc, trí lñc, thân pháp m²i loÕi 10 ği¬m
1154	1154	1000	CircularTaskTool9_16							0	0	0	1	0		Xuân Li­n HÕ Tuª (Cao C¤p): Tång cß¶ng lñc, nµi lñc, th¬ lñc, trí lñc, thân pháp m²i loÕi 30 ği¬m
1155	1155	1000	CircularTaskTool9_4							0	0	0	1	0		Xuân Li­n HÕ Tuª (Thß¶ng): Tång cß¶ng lñc, nµi lñc, th¬ lñc, trí lñc, thân pháp m²i loÕi 20 ği¬m
1157	1150	1000	CircularTaskTool10_1							0	0	0	1	0		Xuân phong sÕ kh·i, tä tñu mãn thành c¦m tú (Thßşng Li­n ¿u MÛ): Tång cß¶ng lñc, nµi lñc, th¬ lñc, trí lñc, thân pháp m²i loÕi 10 ği¬m
1158	1151	1000	CircularTaskTool10_2							0	0	0	1	0		Phi tuyªt s½ ngßng, trang thành nh¤t thø linh lung (HÕ Li­n ¿u MÛ): Tång cß¶ng lñc, nµi lñc, th¬ lñc, trí lñc, thân pháp m²i loÕi 10 ği¬m
1159	1159	1000	CircularTaskTool9_9				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Phóng Phi KÏ Phúc: tång th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi 20 ği¬m
1160	1160	1000	YuanDan1_1				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Mùa xuân vui vë
1161	1161	1000	YuanDan1_4				g01_buff_Ê¥µ®ÀñºĞ02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Mùa xuân vui vë
1162	1162	1000	YuanDan1_3				g01_buff_Ê¥µ®ÀñºĞ03		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Mùa xuân vui vë
1163	1163	1000	YuanDan1_2				g01_buff_Ê¥µ®ÀñºĞ04		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Mùa xuân vui vë
1164	1164	1000	Tattoo2_6							1	0	0	0	0		Vong Vô : cß¶ng hóa sát thß½ng cüa kÛ nång thÑ 1 trong tâm pháp quy¬n thÑ 1
1165	1165	1000	Tattoo2_7							1	0	0	0	0		Minh Tß·ng : cß¶ng hóa sát thß½ng cüa kÛ nång thÑ 1 trong tâm pháp quy¬n thÑ 2
1166	1166	1000	Tattoo2_8							1	0	0	0	0		Trang B¸ Ğiêu Vån: cß¶ng hóa sát thß½ng cüa kÛ nång thÑ 3 trong tâm pháp quy¬n thÑ 4
1167	1167	1000	Tattoo2_9							1	0	0	0	0		Ngñ Kình : cß¶ng hóa sát thß½ng cüa kÛ nång thÑ 2 trong tâm pháp quy¬n thÑ 5
1168	1168	1000	Tattoo2_10							1	0	0	0	0		Trang B¸ Ğiêu Vån: cß¶ng hóa sát thß½ng cüa kÛ nång thÑ 3 trong tâm pháp quy¬n thÑ 5
1169	1169	1000	Tattoo2_11							1	0	0	0	0		BÕo Nµ : cß¶ng hóa sát thß½ng cüa kÛ nång thÑ 1 trong tâm pháp quy¬n thÑ 6
1170	1170	1000	Shenqi_7							0	0	0	1	0		M£c Tích: tång 100% sát thß½ng gây ra
1171	1171	1000	Buff5_1							0	0	0	1	0		Tàng hình
1172	1172	1000	CircularTaskTool12_3							0	0	0	1	0		Nguyên Th¥n Tiên Ğan: sau khi sØ døng "Nguyên Th¥n Tiên Ğan", nµi công s¨ tång mÕnh
1173	1173	1000	CircularTaskTool12_2							0	0	0	1	0		Thiªt C¯t Tiên Ğan: sau khi sØ døng "Thiªt C¯t Tiên Ğan", ngoÕi công s¨ tång mÕnh
1174	1174	2000	Shenqi_3							0	0	0	1	0		Dung Kim LÕc Nh§t: SØ døng "Dung Kim LÕc Nh§t Phù" khiªn vû khí tÕm th¶i có ğßşc hi®u quä "Dung Kim LÕc Nh§t Ğao"
1175	1175	2000	Shenqi_2							0	0	0	1	0		Thu ThuÖ Vô Ngân: SØ døng "Thu ThuÖ Vô Ngân Phù" khiªn vû khí tÕm th¶i có ğßşc hi®u quä "Thu ThuÖ Vô Ngân Kiªm"
1176	1176	2000	Shenqi_4							0	0	0	1	0		VÕn Hác Tùng Phong: SØ døng "VÕn Hác Tùng Phong Phù" khiªn vû khí tÕm th¶i có ğßşc hi®u quä "VÕn Hác Tùng Phong Phiªn"
1177	1177	2000	Shenqi_5							0	0	0	1	0		Bích Häi Ngân Ğào: SØ døng "Bích Häi Ngân Ğào Phù" khiªn vû khí tÕm th¶i có ğßşc hi®u quä "Bích Häi Ngân Ğào Hoàn"
1178	1178	1000	CircularTaskTool12_10							0	0	0	1	0		Bång Long Thích: Khäm "Bång Long Thích" lên vû khí, khiªn vû khí tÕm th¶i có ğßşc hi®u quä công kích thuµc tính Bång.
1179	1179	1000	CircularTaskTool12_7							0	0	0	1	0		Lôi Long Thích: Khäm "Lôi Long Thích" lên vû khí, khiªn vû khí tÕm th¶i có ğßşc hi®u quä công kích thuµc tính Huy«n.
1180	1180	1000	CircularTaskTool12_9							0	0	0	1	0		Höa Long Thích: Khäm "Höa Long Thích" lên vû khí, khiªn vû khí tÕm th¶i có ğßşc hi®u quä công kích thuµc tính Höa.
1181	1181	1000	CircularTaskTool12_8							0	0	0	1	0		Ğµc Long Thích: Khäm "Ğµc Long Thích" lên vû khí, khiªn vû khí tÕm th¶i có ğßşc hi®u quä công kích thuµc tính Ğµc.
1182	1182	1000	CircularTaskTool11_16							0	0	0	1	0		Tuy®t H÷c-Bôn Lôi: Bí quyªt võ công ghi chép trong "Bôn Lôi-Tàn Quy¬n", khi t¤n công møc tiêu có khä nång phóng thích hi®u quä công kích Bôn Lôi.
1183	1183	1000	CircularTaskTool11_15							0	0	0	1	0		Tuy®t H÷c-Cñc Sát: Bí quyªt võ công ghi chép trong "Cñc Sát-Tàn Quy¬n", khi t¤n công møc tiêu có khä nång phóng thích hi®u quä công kích Cñc Sát.
1184	1184	1000	CircularTaskTool11_14							0	0	0	1	0		Tuy®t H÷c-Tiêu H°n: Bí quyªt võ công ghi chép trong "Tiêu H°n-Tàn Quy¬n", khi t¤n công møc tiêu có khä nång phóng thích hi®u quä công kích Tiêu H°n.
1185	1185	1000	CircularTaskTool11_12							0	0	0	1	0		Tuy®t H÷c-ĞoÕt M®nh: Bí quyªt võ công ghi chép trong "ĞoÕt M®nh-Tàn Quy¬n", khi t¤n công møc tiêu có khä nång phóng thích hi®u quä công kích ĞoÕt M®nh.
1186	1186	1000	CircularTaskTool11_13							0	0	0	1	0		Tuy®t H÷c-Sát İ: Bí quyªt võ công ghi chép trong "Sát İ-Tàn Quy¬n", khi t¤n công møc tiêu có khä nång phóng thích hi®u quä công kích Sát İ.
1187	1187	1000	CircularTaskTool10_16				boss_Æ®Ãì·å¹ş´ó°Ôbuff01		ÉíÌåÖĞĞÄµã	0	0	0	0	0		Tham Lang Sát Khí: Tham Lang Tinh nh§p thân, tång t¯i ğa lñc công kích.
1188	1188	1000	Buff12_1							0	1	1	0	0		Ác T§t: phän Ñng trúng ğµc khi ån nh¥m "KÏ D¸ Ngß" biªn ch¤t, giäm th¬ lñc.
1189	1189	1000	Buff11_16							0	1	1	0	0		Phong Ngß B®nh: phän Ñng trúng ğµc khi ån nh¥m "KÏ D¸ Ngß" có b®nh, khiªn t¦u höa nh§p ma.
1190	1190	1000	Buff11_14							0	0	0	1	0		Thao Thiªt: ğ¡c ı vì ån ğßşc món ngon chª biªn t× "KÏ D¸ Ngß", tång t¯i ğa lñc chiªn ğ¤u.
1191	1191	1000	Buff11_15							0	1	0	1	0		MÛ Thñc: hi®u quä tång ích nh§n ğßşc sau khi ån "KÏ D¸ Ngß", tång t¯i ğa th¬ lñc.
1192	1192	1000	Buff12_14				buff_ÖòÓ°Ò¡ºì		ÉíÌåÊÜ»÷µã	0	0	1	0	0		Chúc Änh Dao H°ng: M²i giây gây 2% sát thß½ng cho ğ°ng ğµi trong phÕm vi 10m xung quanh 
1193	1193	1000	Buff12_13				buff_½ğÉ«¿ñÎè		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Kim S¡c Cu°ng Vû: gây sát thß½ng cho các møc tiêu xung quanh
1194	1194	1000	Buff12_11							0	0	0	0	0		M£c H± Thü Hµ: giäm 70% sát thß½ng nh§n ğßşc
1195	1195	8500	FightSkillDaLi2_3				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÀ¶		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Bång H±: chï ch¸u sát thß½ng thuµc tính Bång
1196	1196	8500	FightSkillDaLi2_2				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffºì		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Höa H±: chï ch¸u sát thß½ng thuµc tính Höa
1197	1197	8500	FightSkillDaLi2_5				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buff»Æ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Huy«n H±: chï ch¸u sát thß½ng thuµc tính Huy«n
1198	1198	8500	FightSkillDaLi2_4				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÂÌ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Ğµc H±: chï ch¸u sát thß½ng thuµc tính Ğµc
1199	1199	1000	Buff12_12				boss_¾µºşË®¹í_òÔÁúÂÒÎè		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Thanh ¿ng Thü Hµ: M²i giây gây 5% sát thß½ng cho các møc tiêu · xung quanh
1200	1200	1000	Buff12_15				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Thân TÕi ThØ S½n Trung:tång 300% sát thß½ng gây ra
1201	1201	1000	Buff12_9							0	0	0	0	0		Long Trø Thü Hµ: giäm 70% sát thß½ng nh§n ğßşc
1202	1202	1000	Buff12_10				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Long Trø Uy Lñc: tång 300% sát thß½ng gây ra
1203	1203	1000	Buff12_4				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÀ¶		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Kim Long Chi Nµ: tång 200% sát thß½ng thuµc tính Huy«n nh§n ğßşc
