INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
735	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	g01_慈航普度_施法01	npc_attack	g01_慈航普度_施法01	1	-1	g01_慈航普度_施法01	g01_慈航普度_施法01
736	wm_男主角_天龙_中冲剑	g01_dl_天龙80技能	wm_男主角_天龙_中冲剑	g01_dl_天龙80技能	wm_男主角_天龙_中冲剑	g01_dl_天龙80技能	wm_男主角_天龙_中冲剑	npc_attack	wm_男主角_天龙_中冲剑	1	-1	wm_男主角_天龙_中冲剑	wm_男主角_天龙_中冲剑
737	wm_男主角_峨眉_春花秋月	g01_em_投桃报李_瞬发	wm_男主角_峨眉_春花秋月	g01_em_投桃报李_瞬发	wm_男主角_峨眉_春花秋月	g01_em_投桃报李_瞬发	wm_男主角_峨眉_春花秋月	npc_attack	wm_男主角_峨眉_春花秋月	1	-1	wm_男主角_峨眉_春花秋月	wm_男主角_峨眉_春花秋月
738	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发	npc_attack	g01_gb_剑刃乱舞_瞬发	1	-1	g01_gb_剑刃乱舞_瞬发	g01_gb_剑刃乱舞_瞬发
739	wm_男主角_星宿_一日丧命散	g01_xx_尸爆_发招01	wm_男主角_星宿_一日丧命散	g01_xx_尸爆_发招01	wm_男主角_星宿_一日丧命散	g01_xx_尸爆_发招01	wm_男主角_星宿_一日丧命散	npc_attack	wm_男主角_星宿_一日丧命散	1	-1	wm_男主角_星宿_一日丧命散	wm_男主角_星宿_一日丧命散
740	wm_男主角_逍遥_步步生花	g01_xy_步步生花释放瞬间	wm_男主角_逍遥_步步生花	g01_xy_步步生花释放瞬间	wm_男主角_逍遥_步步生花	g01_xy_步步生花释放瞬间	wm_男主角_逍遥_步步生花	npc_attack	wm_男主角_逍遥_步步生花	1	-1	wm_男主角_逍遥_步步生花	wm_男主角_逍遥_步步生花
741	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	npc_attack	m01_mj_怒火连斩	1	-1	m01_mj_怒火连斩	m01_mj_怒火连斩
742	wm_男主角_天山_冰凝霜华	m01_ts_冰凝霜华	wm_男主角_天山_冰凝霜华	m01_ts_冰凝霜华	wm_男主角_天山_冰凝霜华	m01_ts_冰凝霜华	wm_男主角_天山_冰凝霜华	npc_attack	wm_男主角_天山_冰凝霜华	1	-1	wm_男主角_天山_冰凝霜华	wm_男主角_天山_冰凝霜华
743	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	npc_attack	m01_wd_七星聚首	1	-1	m01_wd_七星聚首	m01_wd_七星聚首
744	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	1	-1	m01_老友的祝福_buff	m01_老友的祝福_buff
745	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	npc_attack	g01_buff_武魂技能释放-彩色	1	-1	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色
746	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	npc_attack	g01_buff_武魂技能释放-黑色	1	-1	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色
747	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	npc_attack	g01_buff_武魂技能释放-红色	1	-1	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色
748	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	npc_attack	g01_buff_武魂技能释放-黄色	1	-1	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色
749	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	npc_attack	g01_buff_武魂技能释放-绿色	1	-1	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色
750	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	npc_attack	g01_buff_武魂技能释放-银白色	1	-1	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色
751	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	npc_attack	g01_buff_武魂技能释放-紫色	1	-1	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色
752	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	npc_attack	g01_福香包聚气	1	-1	g01_福香包聚气	g01_福香包聚气
753	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	npc_attack	g01_福香包_掷	1	-1	g01_福香包_掷	g01_福香包_掷
754	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	npc_attack	m01_捆仙索sl	1	-1	m01_捆仙索sl	m01_捆仙索sl
755	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	npc_attack	m01_石破天惊_sl	1	-1	m01_石破天惊_sl	m01_石破天惊_sl
757	wm_男主角_慕容_横剑疆场	wm_男主角_慕容_横剑疆场	wm_男主角_慕容_横剑疆场	wm_男主角_慕容_横剑疆场	wm_男主角_慕容_横剑疆场	m01_gs_横剑疆场	wm_男主角_慕容_横剑疆场	npc_attack	wm_男主角_慕容_横剑疆场	0	-1	wm_男主角_慕容_横剑疆场	wm_男主角_慕容_横剑疆场
758	wm_男主角_慕容_击鼓令	wm_男主角_慕容_击鼓令	wm_男主角_慕容_击鼓令	wm_男主角_慕容_击鼓令	wm_男主角_慕容_击鼓令	m01_gs_击鼓令	wm_男主角_慕容_击鼓令	npc_attack	wm_男主角_慕容_击鼓令	0	-1	wm_男主角_慕容_击鼓令	wm_男主角_慕容_击鼓令
759	wm_男主角_慕容_剑锁江山	wm_男主角_慕容_剑锁江山	wm_男主角_慕容_剑锁江山	wm_男主角_慕容_剑锁江山	wm_男主角_慕容_剑锁江山	m01_gs_剑锁江山	wm_男主角_慕容_剑锁江山	npc_attack	wm_男主角_慕容_剑锁江山	0	-1	wm_男主角_慕容_剑锁江山	wm_男主角_慕容_剑锁江山
761	wm_男主角_慕容_净心观月	wm_男主角_慕容_净心观月	wm_男主角_慕容_净心观月	wm_男主角_慕容_净心观月	wm_男主角_慕容_净心观月	m01_gs_净心观月	wm_男主角_慕容_净心观月	npc_attack	wm_男主角_慕容_净心观月	0	-1	wm_男主角_慕容_净心观月	wm_男主角_慕容_净心观月
763	wm_男主角_慕容_陌上行	wm_男主角_慕容_陌上行	wm_男主角_慕容_陌上行	wm_男主角_慕容_陌上行	wm_男主角_慕容_陌上行	m01_gs_陌上行	wm_男主角_慕容_陌上行	npc_attack	wm_男主角_慕容_陌上行	0	-1	wm_男主角_慕容_陌上行	wm_男主角_慕容_陌上行
765	wm_男主角_慕容_气定六合	wm_男主角_慕容_气定六合	wm_男主角_慕容_气定六合	wm_男主角_慕容_气定六合	wm_男主角_慕容_气定六合	m01_gs_气定六合	wm_男主角_慕容_气定六合	npc_attack	wm_男主角_慕容_气定六合	0	-1	wm_男主角_慕容_气定六合	wm_男主角_慕容_气定六合
766	wm_男主角_慕容_探营取将	wm_男主角_慕容_探营取将	wm_男主角_慕容_探营取将	wm_男主角_慕容_探营取将	wm_男主角_慕容_探营取将	m01_gs_探营取将	wm_男主角_慕容_探营取将	npc_attack	wm_男主角_慕容_探营取将	0	-1	wm_男主角_慕容_探营取将	wm_男主角_慕容_探营取将
767	wm_男主角_慕容_天增岁月	wm_男主角_慕容_天增岁月	wm_男主角_慕容_天增岁月	wm_男主角_慕容_天增岁月	wm_男主角_慕容_天增岁月	m01_gs_天增岁月	wm_男主角_慕容_天增岁月	npc_attack	wm_男主角_慕容_天增岁月	0	-1	wm_男主角_慕容_天增岁月	wm_男主角_慕容_天增岁月
768	wm_男主角_慕容_心剑交融	wm_男主角_慕容_心剑交融	wm_男主角_慕容_心剑交融	wm_男主角_慕容_心剑交融	wm_男主角_慕容_心剑交融	m01_gs_心剑交融	wm_男主角_慕容_心剑交融	npc_attack	wm_男主角_慕容_心剑交融	0	-1	wm_男主角_慕容_心剑交融	wm_男主角_慕容_心剑交融
770	wm_男主角_慕容_蓄云欲雨	wm_男主角_慕容_蓄云欲雨	wm_男主角_慕容_蓄云欲雨	wm_男主角_慕容_蓄云欲雨	wm_男主角_慕容_蓄云欲雨	m01_gs_蓄云欲雨	wm_男主角_慕容_蓄云欲雨	npc_attack	wm_男主角_慕容_蓄云欲雨	0	-1	wm_男主角_慕容_蓄云欲雨	wm_男主角_慕容_蓄云欲雨
771	wm_男主角_慕容_耀阳蚀森	wm_男主角_慕容_耀阳蚀森	wm_男主角_慕容_耀阳蚀森	wm_男主角_慕容_耀阳蚀森	wm_男主角_慕容_耀阳蚀森	m01_gs_耀阳蚀森	wm_男主角_慕容_耀阳蚀森	npc_attack	wm_男主角_慕容_耀阳蚀森	0	-1	wm_男主角_慕容_耀阳蚀森	wm_男主角_慕容_耀阳蚀森
772	wm_男主角_慕容_重云掩日	wm_男主角_慕容_重云掩日	wm_男主角_慕容_重云掩日	wm_男主角_慕容_重云掩日	wm_男主角_慕容_重云掩日	m01_gs_重云掩日	wm_男主角_慕容_重云掩日	npc_attack	wm_男主角_慕容_重云掩日	0	-1	wm_男主角_慕容_重云掩日	wm_男主角_慕容_重云掩日
773	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	姑苏_m01	npc_attack	姑苏_m01	1	642	姑苏_m01	姑苏_m01
774	wm_男主角_慕容_彼行我释	wm_男主角_慕容_彼行我释	wm_男主角_慕容_彼行我释	wm_男主角_慕容_彼行我释	wm_男主角_慕容_彼行我释	m01_gs_彼行我释	wm_男主角_慕容_彼行我释	npc_attack	wm_男主角_慕容_彼行我释	0	-1	wm_男主角_慕容_彼行我释	wm_男主角_慕容_彼行我释
775	wm_男主角_慕容_借力返施	m01_gs_借力返施	wm_男主角_慕容_借力返施	m01_gs_借力返施	wm_男主角_慕容_借力返施	m01_gs_借力返施	wm_男主角_慕容_借力返施	npc_attack	wm_男主角_慕容_借力返施	0	-1	wm_男主角_慕容_借力返施	wm_男主角_慕容_借力返施
776	扇子连招_m01_01	长枪连招_m01_01	大刀连招_m01_01	双短连招_m01_01	wm_男主角_慕容_柳拂衣	m01_柳拂衣	双环连招_m01_01	npc_attack	wm_男主角_慕容_柳拂衣	0	-1	长枪连招_m01_01	长枪连招_m01_01
777	wm_男主角_慕容_七霞映日	wm_男主角_慕容_七霞映日	wm_男主角_慕容_七霞映日	wm_男主角_慕容_七霞映日	wm_男主角_慕容_七霞映日	m01_gs_七霞映日	wm_男主角_慕容_七霞映日	npc_attack	wm_男主角_慕容_七霞映日	0	-1	wm_男主角_慕容_七霞映日	wm_男主角_慕容_七霞映日
778	wm_男主角_慕容_星河虹吸	wm_男主角_慕容_星河虹吸	wm_男主角_慕容_星河虹吸	wm_男主角_慕容_星河虹吸	wm_男主角_慕容_星河虹吸	m01_gs_万剑归宗	wm_男主角_慕容_星河虹吸	npc_attack	wm_男主角_慕容_星河虹吸	0	-1	wm_男主角_慕容_星河虹吸	wm_男主角_慕容_星河虹吸
779	wm_男主角_慕容_星火闪	wm_男主角_慕容_星火闪	wm_男主角_慕容_星火闪	wm_男主角_慕容_星火闪	wm_男主角_慕容_星火闪	m01_gs_星火闪	wm_男主角_慕容_星火闪	npc_attack	wm_男主角_慕容_星火闪	0	-1	wm_男主角_慕容_星火闪	wm_男主角_慕容_星火闪
780	wm_男主角_慕容_春光四沐	wm_男主角_慕容_春光四沐	wm_男主角_慕容_春光四沐	wm_男主角_慕容_春光四沐	wm_男主角_慕容_春光四沐	m01_gs_春光四沐	wm_男主角_慕容_春光四沐	npc_attack	wm_男主角_慕容_春光四沐	0	-1	wm_男主角_慕容_春光四沐	wm_男主角_慕容_春光四沐
781	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	npc_attack	m01_捆仙索mj	1	-1	m01_捆仙索mj	m01_捆仙索mj
782	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	npc_attack	m01_石破天惊_mj	1	-1	m01_石破天惊_mj	m01_石破天惊_mj
783	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	npc_attack	m01_捆仙索gb	1	-1	m01_捆仙索gb	m01_捆仙索gb
784	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	npc_attack	m01_石破天惊_gb	1	-1	m01_石破天惊_gb	m01_石破天惊_gb
785	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	npc_attack	m01_捆仙索wd	1	-1	m01_捆仙索wd	m01_捆仙索wd
786	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	npc_attack	m01_石破天惊_wd	1	-1	m01_石破天惊_wd	m01_石破天惊_wd
787	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	npc_attack	m01_捆仙索em	1	-1	m01_捆仙索em	m01_捆仙索em
788	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	npc_attack	m01_石破天惊_em	1	-1	m01_石破天惊_em	m01_石破天惊_em
789	wm_男主角_星宿_黯幡困灵	wm_男主角_星宿_黯幡困灵	wm_男主角_星宿_黯幡困灵	wm_男主角_星宿_黯幡困灵	wm_男主角_星宿_黯幡困灵	m01_捆仙索xx	wm_男主角_星宿_黯幡困灵	npc_attack	wm_男主角_星宿_黯幡困灵	1	-1	wm_男主角_星宿_黯幡困灵	wm_男主角_星宿_黯幡困灵
790	wm_男主角_星宿_荒野幽魂	wm_男主角_星宿_荒野幽魂	wm_男主角_星宿_荒野幽魂	wm_男主角_星宿_荒野幽魂	wm_男主角_星宿_荒野幽魂	m01_石破天惊_xx	wm_男主角_星宿_荒野幽魂	npc_attack	wm_男主角_星宿_荒野幽魂	1	-1	wm_男主角_星宿_荒野幽魂	wm_男主角_星宿_荒野幽魂
791	wm_男主角_天龙_龙盘斗里	wm_男主角_天龙_龙盘斗里	wm_男主角_天龙_龙盘斗里	wm_男主角_天龙_龙盘斗里	wm_男主角_天龙_龙盘斗里	m01_捆仙索dl	wm_男主角_天龙_龙盘斗里	npc_attack	wm_男主角_天龙_龙盘斗里	1	-1	wm_男主角_天龙_龙盘斗里	wm_男主角_天龙_龙盘斗里
792	wm_男主角_天龙_黄龙怒鸣	wm_男主角_天龙_黄龙怒鸣	wm_男主角_天龙_黄龙怒鸣	wm_男主角_天龙_黄龙怒鸣	wm_男主角_天龙_黄龙怒鸣	m01_石破天惊_dl	wm_男主角_天龙_黄龙怒鸣	npc_attack	wm_男主角_天龙_黄龙怒鸣	1	-1	wm_男主角_天龙_黄龙怒鸣	wm_男主角_天龙_黄龙怒鸣
793	wm_男主角_天山_泗水围城	wm_男主角_天山_泗水围城	wm_男主角_天山_泗水围城	wm_男主角_天山_泗水围城	wm_男主角_天山_泗水围城	m01_捆仙索ts	wm_男主角_天山_泗水围城	npc_attack	wm_男主角_天山_泗水围城	1	-1	wm_男主角_天山_泗水围城	wm_男主角_天山_泗水围城
794	wm_男主角_天山_洪涛碧浪	wm_男主角_天山_洪涛碧浪	wm_男主角_天山_洪涛碧浪	wm_男主角_天山_洪涛碧浪	wm_男主角_天山_洪涛碧浪	m01_石破天惊_ts	wm_男主角_天山_洪涛碧浪	npc_attack	wm_男主角_天山_洪涛碧浪	1	-1	wm_男主角_天山_洪涛碧浪	wm_男主角_天山_洪涛碧浪
795	wm_男主角_逍遥_紫雾扰心	wm_男主角_逍遥_紫雾扰心	wm_男主角_逍遥_紫雾扰心	wm_男主角_逍遥_紫雾扰心	wm_男主角_逍遥_紫雾扰心	m01_捆仙索xy	wm_男主角_逍遥_紫雾扰心	npc_attack	wm_男主角_逍遥_紫雾扰心	1	-1	wm_男主角_逍遥_紫雾扰心	wm_男主角_逍遥_紫雾扰心
796	wm_男主角_逍遥_宇越星现	wm_男主角_逍遥_宇越星现	wm_男主角_逍遥_宇越星现	wm_男主角_逍遥_宇越星现	wm_男主角_逍遥_宇越星现	m01_石破天惊_xy	wm_男主角_逍遥_宇越星现	npc_attack	wm_男主角_逍遥_宇越星现	1	-1	wm_男主角_逍遥_宇越星现	wm_男主角_逍遥_宇越星现
797	wm_男主角_慕容_碎舟入渊	wm_男主角_慕容_碎舟入渊	wm_男主角_慕容_碎舟入渊	wm_男主角_慕容_碎舟入渊	wm_男主角_慕容_碎舟入渊	m01_捆仙索gs	wm_男主角_慕容_碎舟入渊	npc_attack	wm_男主角_慕容_碎舟入渊	1	-1	wm_男主角_慕容_碎舟入渊	wm_男主角_慕容_碎舟入渊
798	wm_男主角_慕容_沌异潮落	wm_男主角_慕容_沌异潮落	wm_男主角_慕容_沌异潮落	wm_男主角_慕容_沌异潮落	wm_男主角_慕容_沌异潮落	m01_石破天惊_gs	wm_男主角_慕容_沌异潮落	npc_attack	wm_男主角_慕容_沌异潮落	1	-1	wm_男主角_慕容_沌异潮落	wm_男主角_慕容_沌异潮落
799	啊萧_01	背靠背男对男/女预备	背靠背男对男/女预备	背靠背男对男/女预备	啊萧_01	背靠背男对男/女预备	啊萧_01	npc_attack	啊萧_01	0	-1	背靠背男对男/女预备	啊萧_01
800	群魔乱砍2014	背靠背男对男/女持续	背靠背男对男/女持续	背靠背男对男/女持续	群魔乱砍2014	背靠背男对男/女持续	群魔乱砍2014	npc_attack	群魔乱砍2014	0	-1	背靠背男对男/女持续	群魔乱砍2014
801	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	背靠背男对男/女结束	npc_attack	背靠背男对男/女结束	1	-1	背靠背男对男/女结束	背靠背男对男/女结束
802	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	合掌运功男对男坐下	npc_attack	合掌运功男对男坐下	1	-1	合掌运功男对男坐下	合掌运功男对男坐下
803	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	合掌运功男对男持续	npc_attack	合掌运功男对男持续	1	-1	合掌运功男对男持续	合掌运功男对男持续
804	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	合掌运功男对男起立	npc_attack	合掌运功男对男起立	1	-1	合掌运功男对男起立	合掌运功男对男起立
805	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	合掌运功男对女坐下	npc_attack	合掌运功男对女坐下	1	-1	合掌运功男对女坐下	合掌运功男对女坐下
806	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	合掌运功男对女持续	npc_attack	合掌运功男对女持续	1	-1	合掌运功男对女持续	合掌运功男对女持续
807	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	合掌运功男对女起立	npc_attack	合掌运功男对女起立	1	-1	合掌运功男对女起立	合掌运功男对女起立
808	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	后背传功发出男对男坐下	npc_attack	后背传功发出男对男坐下	1	-1	后背传功发出男对男坐下	后背传功发出男对男坐下
809	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	后背传功发出男对男持续	npc_attack	后背传功发出男对男持续	1	-1	后背传功发出男对男持续	后背传功发出男对男持续
810	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	后背传功发出男对男起立	npc_attack	后背传功发出男对男起立	1	-1	后背传功发出男对男起立	后背传功发出男对男起立
811	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	后背传功发出男对女坐下	npc_attack	后背传功发出男对女坐下	1	-1	后背传功发出男对女坐下	后背传功发出男对女坐下
812	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	后背传功发出男对女持续	npc_attack	后背传功发出男对女持续	1	-1	后背传功发出男对女持续	后背传功发出男对女持续
813	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	后背传功发出男对女起立	npc_attack	后背传功发出男对女起立	1	-1	后背传功发出男对女起立	后背传功发出男对女起立
814	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下	npc_attack	后背传功接受男/女对男坐下	1	-1	后背传功接受男/女对男坐下	后背传功接受男/女对男坐下
815	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	后背传功接受男/女对男持续	npc_attack	后背传功接受男/女对男持续	1	-1	后背传功接受男/女对男持续	后背传功接受男/女对男持续
816	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	后背传功接受男/女对男起立	npc_attack	后背传功接受男/女对男起立	1	-1	后背传功接受男/女对男起立	后背传功接受男/女对男起立
817	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	后背拥抱男抱女预备a	npc_attack	后背拥抱男抱女预备a	1	-1	后背拥抱男抱女预备a	后背拥抱男抱女预备a
818	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	后背拥抱男抱女持续a	npc_attack	后背拥抱男抱女持续a	1	-1	后背拥抱男抱女持续a	后背拥抱男抱女持续a
819	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	后背拥抱男抱女结束a	npc_attack	后背拥抱男抱女结束a	1	-1	后背拥抱男抱女结束a	后背拥抱男抱女结束a
820	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	后背拥抱女抱男预备b	npc_attack	后背拥抱女抱男预备b	1	-1	后背拥抱女抱男预备b	后背拥抱女抱男预备b
821	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	后背拥抱女抱男持续b	npc_attack	后背拥抱女抱男持续b	1	-1	后背拥抱女抱男持续b	后背拥抱女抱男持续b
822	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	后背拥抱女抱男结束b	npc_attack	后背拥抱女抱男结束b	1	-1	后背拥抱女抱男结束b	后背拥抱女抱男结束b
823	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	背后拥抱男抱男开始a	npc_attack	背后拥抱男抱男开始a	1	-1	背后拥抱男抱男开始a	背后拥抱男抱男开始a
824	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	背后拥抱男抱男持续a	npc_attack	背后拥抱男抱男持续a	1	-1	背后拥抱男抱男持续a	背后拥抱男抱男持续a
825	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	背后拥抱男抱男结束a	npc_attack	背后拥抱男抱男结束a	1	-1	背后拥抱男抱男结束a	背后拥抱男抱男结束a
826	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	背后拥抱男抱男开始b	npc_attack	背后拥抱男抱男开始b	1	-1	背后拥抱男抱男开始b	背后拥抱男抱男开始b
