INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	
739	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	g01_xx_尸爆_发招01	npc_attack	npc_attack	1	-1	尸爆	
740	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	g01_xy_步步生花释放瞬间	npc_attack	npc_attack	1	-1	步步生花	
741	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	m01_mj_怒火连斩	npc_attack	npc_attack	1	-1	怒火连斩	
742	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	m01_ts_冰凝霜华	npc_attack	npc_attack	1	-1	冰凝霜华	
743	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	m01_wd_七星聚首	npc_attack	npc_attack	1	-1	七星聚首	
744	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	m01_老友的祝福_buff	1	-1	老友的祝福	
745	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	g01_buff_武魂技能释放-彩色	npc_attack	npc_attack	1	-1	武魂技能释放-彩色	
746	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	g01_buff_武魂技能释放-黑色	npc_attack	npc_attack	1	-1	武魂技能释放-黑色	
747	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	g01_buff_武魂技能释放-红色	npc_attack	npc_attack	1	-1	武魂技能释放-红色	
748	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	g01_buff_武魂技能释放-黄色	npc_attack	npc_attack	1	-1	武魂技能释放-黄色	
749	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	g01_buff_武魂技能释放-绿色	npc_attack	npc_attack	1	-1	武魂技能释放-绿色	
750	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	g01_buff_武魂技能释放-银白色	npc_attack	npc_attack	1	-1	武魂技能释放-银白色	
751	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	g01_buff_武魂技能释放-紫色	npc_attack	npc_attack	1	-1	武魂技能释放-紫色	
752	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	g01_福香包聚气	npc_attack	npc_attack	1	-1	扔福香包聚气	
753	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	g01_福香包_掷	npc_attack	npc_attack	1	-1	扔福香包投掷	
754	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	m01_捆仙索sl	npc_attack	npc_attack	1	-1	捆仙索（少林）	
755	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	m01_石破天惊_sl	npc_attack	npc_attack	1	-1	石破天惊（少林）	
757	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	m01_gs_横剑疆场	npc_attack	npc_attack	0	-1	横剑疆场	
758	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	m01_gs_击鼓令	npc_attack	npc_attack	0	-1	击鼓令	
759	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	m01_gs_剑锁江山	npc_attack	npc_attack	0	-1	剑锁江山	
761	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	m01_gs_净心观月	npc_attack	npc_attack	0	-1	净心观月	
763	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	m01_gs_陌上行	npc_attack	npc_attack	0	-1	陌上行	
765	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	m01_gs_气定六合	npc_attack	npc_attack	0	-1	气定六合	
766	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	m01_gs_探营取将	npc_attack	npc_attack	0	-1	探营取将	
767	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	m01_gs_天增岁月	npc_attack	npc_attack	0	-1	天增岁月	
768	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	m01_gs_心剑交融	npc_attack	npc_attack	0	-1	心剑交融	
770	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	m01_gs_蓄云欲雨	npc_attack	npc_attack	0	-1	蓄云欲雨	
771	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	m01_gs_耀阳蚀森	npc_attack	npc_attack	0	-1	耀阳蚀森	
772	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	m01_gs_重云掩日	npc_attack	npc_attack	0	-1	重云掩日	
773	姑苏_g01	姑苏_g01	姑苏_g01	姑苏_g01	姑苏_g01	姑苏_g01	姑苏_g01	npc_attack	npc_attack	1	642	姑苏浇花	
774	g01_gs_彼行我释	g01_gs_彼行我释	g01_gs_彼行我释	g01_gs_彼行我释	g01_gs_彼行我释	g01_gs_彼行我释	g01_gs_彼行我释	npc_attack	npc_attack	0	-1	彼行我释	
775	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	m01_gs_借力返施	npc_attack	npc_attack	0	-1	借力返施	
776	长枪连招_g01_01	大刀连招_g01_01	长枪连招_g01_01	g01_柳拂衣	g01_柳拂衣	扇子连招_g01_01	双环连招_g01_01	npc_attack	npc_attack	0	-1	柳拂衣	
777	g01_gs_七霞映日	g01_gs_七霞映日	g01_gs_七霞映日	g01_gs_七霞映日	g01_gs_七霞映日	g01_gs_七霞映日	g01_gs_七霞映日	npc_attack	npc_attack	0	-1	七霞映日	
778	g01_gs_万剑归宗	g01_gs_万剑归宗	g01_gs_万剑归宗	g01_gs_万剑归宗	g01_gs_万剑归宗	g01_gs_万剑归宗	g01_gs_万剑归宗	npc_attack	npc_attack	0	-1	万剑归宗	
779	g01_gs_星火闪	g01_gs_星火闪	g01_gs_星火闪	g01_gs_星火闪	g01_gs_星火闪	g01_gs_星火闪	g01_gs_星火闪	npc_attack	npc_attack	0	-1	星火闪	
780	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	m01_gs_春光四沐	npc_attack	npc_attack	0	-1	春光四沐	
781	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	m01_捆仙索mj	npc_attack	npc_attack	1	-1	捆仙索（明教）	
782	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	m01_石破天惊_mj	npc_attack	npc_attack	1	-1	石破天惊（明教）	
783	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	m01_捆仙索gb	npc_attack	npc_attack	1	-1	捆仙索（丐帮）	
784	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	m01_石破天惊_gb	npc_attack	npc_attack	1	-1	石破天惊（丐帮）	
785	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	m01_捆仙索wd	npc_attack	npc_attack	1	-1	捆仙索（武当）	
786	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	m01_石破天惊_wd	npc_attack	npc_attack	1	-1	石破天惊（武当）	
787	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	m01_捆仙索em	npc_attack	npc_attack	1	-1	捆仙索（峨嵋）	
788	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	m01_石破天惊_em	npc_attack	npc_attack	1	-1	石破天惊（峨嵋）	
789	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	m01_捆仙索xx	npc_attack	npc_attack	1	-1	捆仙索（星宿）	
790	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	m01_石破天惊_xx	npc_attack	npc_attack	1	-1	石破天惊（星宿）	
791	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	m01_捆仙索dl	npc_attack	npc_attack	1	-1	捆仙索（天龙）	
792	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	m01_石破天惊_dl	npc_attack	npc_attack	1	-1	石破天惊（天龙）	
793	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	m01_捆仙索ts	npc_attack	npc_attack	1	-1	捆仙索（天山）	
794	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	m01_石破天惊_ts	npc_attack	npc_attack	1	-1	石破天惊（天山）	
795	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	m01_捆仙索xy	npc_attack	npc_attack	1	-1	捆仙索（逍遥）	
796	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	m01_石破天惊_xy	npc_attack	npc_attack	1	-1	石破天惊（逍遥）	
797	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	m01_捆仙索gs	npc_attack	npc_attack	1	-1	捆仙索（慕容）	
798	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	m01_石破天惊_gs	npc_attack	npc_attack	1	-1	石破天惊（慕容）	
799	啊萧_01	背靠背女对男/女开始	背靠背女对男/女开始	啊萧_01	啊萧_01	啊萧_01	啊萧_01	npc_attack	npc_attack	0	-1	你妹	
800	群魔乱砍2015	背靠背女对男/女持续	背靠背女对男/女持续	背靠背女对男/女持续	群魔乱砍2015	群魔乱砍2015	群魔乱砍2015	npc_attack	npc_attack	0	-1	群魔乱砍2015	
801	背靠背女对男/女结束	背靠背女对男/女结束	背靠背女对男/女结束	背靠背女对男/女结束	背靠背女对男/女结束	背靠背女对男/女结束	背靠背女对男/女结束	npc_attack	npc_attack	1	-1	背靠背女对男/女结束	
802	合掌运功女对女坐下	合掌运功女对女坐下	合掌运功女对女坐下	合掌运功女对女坐下	合掌运功女对女坐下	合掌运功女对女坐下	合掌运功女对女坐下	npc_attack	npc_attack	1	-1	合掌运功女对女坐下	
803	合掌运功女对女持续	合掌运功女对女持续	合掌运功女对女持续	合掌运功女对女持续	合掌运功女对女持续	合掌运功女对女持续	合掌运功女对女持续	npc_attack	npc_attack	1	-1	合掌运功女对女持续	
804	合掌运功女对女起立	合掌运功女对女起立	合掌运功女对女起立	合掌运功女对女起立	合掌运功女对女起立	合掌运功女对女起立	合掌运功女对女起立	npc_attack	npc_attack	1	-1	合掌运功女对女起立	
805	合掌运功女对男坐下	合掌运功女对男坐下	合掌运功女对男坐下	合掌运功女对男坐下	合掌运功女对男坐下	合掌运功女对男坐下	合掌运功女对男坐下	npc_attack	npc_attack	1	-1	合掌运功女对男坐下	
806	合掌运功女对男持续	合掌运功女对男持续	合掌运功女对男持续	合掌运功女对男持续	合掌运功女对男持续	合掌运功女对男持续	合掌运功女对男持续	npc_attack	npc_attack	1	-1	合掌运功女对男持续	
807	合掌运功女对男起立	合掌运功女对男起立	合掌运功女对男起立	合掌运功女对男起立	合掌运功女对男起立	合掌运功女对男起立	合掌运功女对男起立	npc_attack	npc_attack	1	-1	合掌运功女对男起立	
808	后背传功发出女对男坐下	后背传功发出女对男坐下	后背传功发出女对男坐下	后背传功发出女对男坐下	后背传功发出女对男坐下	后背传功发出女对男坐下	后背传功发出女对男坐下	npc_attack	npc_attack	1	-1	后背传功发出女对男坐下	
809	后背传功发出女对男持续	后背传功发出女对男持续	后背传功发出女对男持续	后背传功发出女对男持续	后背传功发出女对男持续	后背传功发出女对男持续	后背传功发出女对男持续	npc_attack	npc_attack	1	-1	后背传功发出女对男持续	
810	后背传功发出女对男起立	后背传功发出女对男起立	后背传功发出女对男起立	后背传功发出女对男起立	后背传功发出女对男起立	后背传功发出女对男起立	后背传功发出女对男起立	npc_attack	npc_attack	1	-1	后背传功发出女对男起立	
811	后背传功发出女对女坐下	后背传功发出女对女坐下	后背传功发出女对女坐下	后背传功发出女对女坐下	后背传功发出女对女坐下	后背传功发出女对女坐下	后背传功发出女对女坐下	npc_attack	npc_attack	1	-1	后背传功发出女对女坐下	
812	后背传功发出女对女持续	后背传功发出女对女持续	后背传功发出女对女持续	后背传功发出女对女持续	后背传功发出女对女持续	后背传功发出女对女持续	后背传功发出女对女持续	npc_attack	npc_attack	1	-1	后背传功发出女对女持续	
813	后背传功发出女对女起立	后背传功发出女对女起立	后背传功发出女对女起立	后背传功发出女对女起立	后背传功发出女对女起立	后背传功发出女对女起立	后背传功发出女对女起立	npc_attack	npc_attack	1	-1	后背传功发出女对女起立	
814	后背传功接受男/女对女坐下	后背传功接受男/女对女坐下	后背传功接受男/女对女坐下	后背传功接受男/女对女坐下	后背传功接受男/女对女坐下	后背传功接受男/女对女坐下	后背传功接受男/女对女坐下	npc_attack	npc_attack	1	-1	后背传功接受男/女对女坐下	
815	后背传功接受男/女对女持续	后背传功接受男/女对女持续	后背传功接受男/女对女持续	后背传功接受男/女对女持续	后背传功接受男/女对女持续	后背传功接受男/女对女持续	后背传功接受男/女对女持续	npc_attack	npc_attack	1	-1	后背传功接受男/女对女持续	
816	后背传功接受男/女对女起立	后背传功接受男/女对女起立	后背传功接受男/女对女起立	后背传功接受男/女对女起立	后背传功接受男/女对女起立	后背传功接受男/女对女起立	后背传功接受男/女对女起立	npc_attack	npc_attack	1	-1	后背传功接受男/女对女起立	
817	后背拥抱_男抱女预备b	后背拥抱_男抱女预备b	后背拥抱_男抱女预备b	后背拥抱_男抱女预备b	后背拥抱_男抱女预备b	后背拥抱_男抱女预备b	后背拥抱_男抱女预备b	npc_attack	npc_attack	1	-1	后背拥抱_男抱女预备b	
818	后背拥抱_男抱女持续b	后背拥抱_男抱女持续b	后背拥抱_男抱女持续b	后背拥抱_男抱女持续b	后背拥抱_男抱女持续b	后背拥抱_男抱女持续b	后背拥抱_男抱女持续b	npc_attack	npc_attack	1	-1	后背拥抱_男抱女持续b	
819	后背拥抱_男抱女结束b	后背拥抱_男抱女结束b	后背拥抱_男抱女结束b	后背拥抱_男抱女结束b	后背拥抱_男抱女结束b	后背拥抱_男抱女结束b	后背拥抱_男抱女结束b	npc_attack	npc_attack	1	-1	后背拥抱_男抱女结束b	
820	后背拥抱_女抱男预备a	后背拥抱_女抱男预备a	后背拥抱_女抱男预备a	后背拥抱_女抱男预备a	后背拥抱_女抱男预备a	后背拥抱_女抱男预备a	后背拥抱_女抱男预备a	npc_attack	npc_attack	1	-1	后背拥抱_女抱男预备a	
821	后背拥抱_女抱男持续a	后背拥抱_女抱男持续a	后背拥抱_女抱男持续a	后背拥抱_女抱男持续a	后背拥抱_女抱男持续a	后背拥抱_女抱男持续a	后背拥抱_女抱男持续a	npc_attack	npc_attack	1	-1	后背拥抱_女抱男持续a	
822	后背拥抱_女抱男结束a	后背拥抱_女抱男结束a	后背拥抱_女抱男结束a	后背拥抱_女抱男结束a	后背拥抱_女抱男结束a	后背拥抱_女抱男结束a	后背拥抱_女抱男结束a	npc_attack	npc_attack	1	-1	后背拥抱_女抱男结束a	
823	后背拥抱女抱女发出开始a	后背拥抱女抱女发出开始a	后背拥抱女抱女发出开始a	后背拥抱女抱女发出开始a	后背拥抱女抱女发出开始a	后背拥抱女抱女发出开始a	后背拥抱女抱女发出开始a	npc_attack	npc_attack	1	-1	后背拥抱女抱女发出开始a	
824	后背拥抱女抱女发出持续a	后背拥抱女抱女发出持续a	后背拥抱女抱女发出持续a	后背拥抱女抱女发出持续a	后背拥抱女抱女发出持续a	后背拥抱女抱女发出持续a	后背拥抱女抱女发出持续a	npc_attack	npc_attack	1	-1	后背拥抱女抱女发出持续a	
825	后背拥抱女抱女发出结束a	后背拥抱女抱女发出结束a	后背拥抱女抱女发出结束a	后背拥抱女抱女发出结束a	后背拥抱女抱女发出结束a	后背拥抱女抱女发出结束a	后背拥抱女抱女发出结束a	npc_attack	npc_attack	1	-1	后背拥抱女抱女发出结束a	
826	后背拥抱_女抱女开始b	后背拥抱_女抱女开始b	后背拥抱_女抱女开始b	后背拥抱_女抱女开始b	后背拥抱_女抱女开始b	后背拥抱_女抱女开始b	后背拥抱_女抱女开始b	npc_attack	npc_attack	1	-1	后背拥抱_女抱女开始b	
827	后背拥抱_女抱女持续b	后背拥抱_女抱女持续b	后背拥抱_女抱女持续b	后背拥抱_女抱女持续b	后背拥抱_女抱女持续b	后背拥抱_女抱女持续b	后背拥抱_女抱女持续b	npc_attack	npc_attack	1	-1	后背拥抱_女抱女持续b	
828	后背拥抱_女抱女结束b	后背拥抱_女抱女结束b	后背拥抱_女抱女结束b	后背拥抱_女抱女结束b	后背拥抱_女抱女结束b	后背拥抱_女抱女结束b	后背拥抱_女抱女结束b	npc_attack	npc_attack	1	-1	后背拥抱_女抱女结束b	
829	相互拥抱开始	相互拥抱开始	相互拥抱开始	相互拥抱开始	相互拥抱开始	相互拥抱开始	相互拥抱开始	npc_attack	npc_attack	1	-1	相互拥抱开始	
830	相互拥抱持续	相互拥抱持续	相互拥抱持续	相互拥抱持续	相互拥抱持续	相互拥抱持续	相互拥抱持续	npc_attack	npc_attack	1	-1	相互拥抱持续	
831	相互拥抱结束	相互拥抱结束	相互拥抱结束	相互拥抱结束	相互拥抱结束	相互拥抱结束	相互拥抱结束	npc_attack	npc_attack	1	-1	相互拥抱结束	
832	相互拥抱男抱女开始	相互拥抱男抱女开始	相互拥抱男抱女开始	相互拥抱男抱女开始	相互拥抱男抱女开始	相互拥抱男抱女开始	相互拥抱男抱女开始	npc_attack	npc_attack	1	-1	相互拥抱男抱女开始	
833	相互拥抱男抱女持续	相互拥抱男抱女持续	相互拥抱男抱女持续	相互拥抱男抱女持续	相互拥抱男抱女持续	相互拥抱男抱女持续	相互拥抱男抱女持续	npc_attack	npc_attack	1	-1	相互拥抱男抱女持续	
834	相互拥抱男抱女结束	相互拥抱男抱女结束	相互拥抱男抱女结束	相互拥抱男抱女结束	相互拥抱男抱女结束	相互拥抱男抱女结束	相互拥抱男抱女结束	npc_attack	npc_attack	1	-1	相互拥抱男抱女结束	
835	松土_g01	松土_g01	松土_g01	松土_g01	松土_g01	松土_g01	松土_g01	npc_attack	npc_attack	1	726	松土	
836	晕倒入怀女V男开始a	晕倒入怀女V男开始a	晕倒入怀女V男开始a	晕倒入怀女V男开始a	晕倒入怀女V男开始a	晕倒入怀女V男开始a	晕倒入怀女V男开始a	npc_attack	npc_attack	1	-1	晕倒入怀女V男开始a	
837	晕倒入怀女V男持续a	晕倒入怀女V男持续a	晕倒入怀女V男持续a	晕倒入怀女V男持续a	晕倒入怀女V男持续a	晕倒入怀女V男持续a	晕倒入怀女V男持续a	npc_attack	npc_attack	1	-1	晕倒入怀女V男持续a	
838	晕倒入怀女V男结束a	晕倒入怀女V男结束a	晕倒入怀女V男结束a	晕倒入怀女V男结束a	晕倒入怀女V男结束a	晕倒入怀女V男结束a	晕倒入怀女V男结束a	npc_attack	npc_attack	1	-1	晕倒入怀女V男结束a	
839	晕倒入怀女V女开始a	晕倒入怀女V女开始a	晕倒入怀女V女开始a	晕倒入怀女V女开始a	晕倒入怀女V女开始a	晕倒入怀女V女开始a	晕倒入怀女V女开始a	npc_attack	npc_attack	1	-1	晕倒入怀女V女开始a	
840	晕倒入怀女V女持续a	晕倒入怀女V女持续a	晕倒入怀女V女持续a	晕倒入怀女V女持续a	晕倒入怀女V女持续a	晕倒入怀女V女持续a	晕倒入怀女V女持续a	npc_attack	npc_attack	1	-1	晕倒入怀女V女持续a	
841	晕倒入怀女V女结束a	晕倒入怀女V女结束a	晕倒入怀女V女结束a	晕倒入怀女V女结束a	晕倒入怀女V女结束a	晕倒入怀女V女结束a	晕倒入怀女V女结束a	npc_attack	npc_attack	1	-1	晕倒入怀女V女结束a	
842	勾肩搭背开始a	勾肩搭背开始a	勾肩搭背开始a	勾肩搭背开始a	勾肩搭背开始a	勾肩搭背开始a	勾肩搭背开始a	npc_attack	npc_attack	1	-1	勾肩搭背开始a	
843	勾肩搭背持续a	勾肩搭背持续a	勾肩搭背持续a	勾肩搭背持续a	勾肩搭背持续a	勾肩搭背持续a	勾肩搭背持续a	npc_attack	npc_attack	1	-1	勾肩搭背持续a	
844	勾肩搭背结束a	勾肩搭背结束a	勾肩搭背结束a	勾肩搭背结束a	勾肩搭背结束a	勾肩搭背结束a	勾肩搭背结束a	npc_attack	npc_attack	1	-1	勾肩搭背结束a	
845	勾肩搭背开始b	勾肩搭背开始b	勾肩搭背开始b	勾肩搭背开始b	勾肩搭背开始b	勾肩搭背开始b	勾肩搭背开始b	npc_attack	npc_attack	1	-1	勾肩搭背开始b	
846	勾肩搭背持续b	勾肩搭背持续b	勾肩搭背持续b	勾肩搭背持续b	勾肩搭背持续b	勾肩搭背持续b	勾肩搭背持续b	npc_attack	npc_attack	1	-1	勾肩搭背持续b	
847	勾肩搭背结束b	勾肩搭背结束b	勾肩搭背结束b	勾肩搭背结束b	勾肩搭背结束b	勾肩搭背结束b	勾肩搭背结束b	npc_attack	npc_attack	1	-1	勾肩搭背结束b	
848	深情对视男v女开始	深情对视男v女开始	深情对视男v女开始	深情对视男v女开始	深情对视男v女开始	深情对视男v女开始	深情对视男v女开始	npc_attack	npc_attack	1	-1	深情对视男v女开始	
849	深情对视男v女持续	深情对视男v女持续	深情对视男v女持续	深情对视男v女持续	深情对视男v女持续	深情对视男v女持续	深情对视男v女持续	npc_attack	npc_attack	1	-1	深情对视男v女持续	
850	深情对视男v女结束	深情对视男v女结束	深情对视男v女结束	深情对视男v女结束	深情对视男v女结束	深情对视男v女结束	深情对视男v女结束	npc_attack	npc_attack	1	-1	深情对视男v女结束	
851	深情对视女v女开始a	深情对视女v女开始a	深情对视女v女开始a	深情对视女v女开始a	深情对视女v女开始a	深情对视女v女开始a	深情对视女v女开始a	npc_attack	npc_attack	1	-1	深情对视女v女开始a	
852	深情对视女v女持续a	深情对视女v女持续a	深情对视女v女持续a	深情对视女v女持续a	深情对视女v女持续a	深情对视女v女持续a	深情对视女v女持续a	npc_attack	npc_attack	1	-1	深情对视女v女持续a	
853	深情对视女v女结束a	深情对视女v女结束a	深情对视女v女结束a	深情对视女v女结束a	深情对视女v女结束a	深情对视女v女结束a	深情对视女v女结束a	npc_attack	npc_attack	1	-1	深情对视女v女结束a	
854	深情对视女v女开始b	深情对视女v女开始b	深情对视女v女开始b	深情对视女v女开始b	深情对视女v女开始b	深情对视女v女开始b	深情对视女v女开始b	npc_attack	npc_attack	1	-1	深情对视女v女开始b	
855	深情对视女v女持续b	深情对视女v女持续b	深情对视女v女持续b	深情对视女v女持续b	深情对视女v女持续b	深情对视女v女持续b	深情对视女v女持续b	npc_attack	npc_attack	1	-1	深情对视女v女持续b	
856	深情对视女v女结束b	深情对视女v女结束b	深情对视女v女结束b	深情对视女v女结束b	深情对视女v女结束b	深情对视女v女结束b	深情对视女v女结束b	npc_attack	npc_attack	1	-1	深情对视女v女结束b	
857	听我解释a	听我解释a	听我解释a	听我解释a	听我解释a	听我解释a	听我解释a	npc_attack	npc_attack	1	-1	听我解释a	
858	听我解释b	听我解释b	听我解释b	听我解释b	听我解释b	听我解释b	听我解释b	npc_attack	npc_attack	1	-1	听我解释b	
859	跪地求饶女V男/女a	跪地求饶女V男/女a	跪地求饶女V男/女a	跪地求饶女V男/女a	跪地求饶女V男/女a	跪地求饶女V男/女a	跪地求饶女V男/女a	npc_attack	npc_attack	1	-1	跪地求饶女V男/女a	
860	跪地求饶男/女V女b	跪地求饶男/女V女b	跪地求饶男/女V女b	跪地求饶男/女V女b	跪地求饶男/女V女b	跪地求饶男/女V女b	跪地求饶男/女V女b	npc_attack	npc_attack	1	-1	跪地求饶男/女V女b	
861	踢了一脚a	踢了一脚a	踢了一脚a	踢了一脚a	踢了一脚a	踢了一脚a	踢了一脚a	npc_attack	npc_attack	1	-1	踢了一脚a	
