INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
469	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
470	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
471	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
472	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
473	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
474	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
475	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
476	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
477	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
478	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
479	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
480	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
481	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
482	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
483	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
484	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
485	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
486	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
487	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
488	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
489	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
490	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
491	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
492	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
493	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
494	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
495	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
496	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
497	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
498	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
499	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
500	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
501	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
502	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
503	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
504	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
505	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
506	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
507	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
508	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
509	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
510	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
511	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
512	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
513	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
514	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
515	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
516	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
517	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
518	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
519	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
520	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
